BUKRS,BELNR,GJAHR,BLDAT,BUDAT,BLART,WAERK,USNAM,XBLNR,BKTXT
3000,0000003855,2022,20200314,20200705,ZP,COP,USER010,REF70632,Customer receipt
1000,0000003856,2023,20230526,20221215,ZP,EUR,USER046,REF36765,Asset acquisition
3000,0000003857,2020,20220611,20200710,RE,USD,USER034,REF61021,Asset acquisition
3000,0000003858,2023,20200819,20200623,ZP,EUR,USER031,REF60512,Asset acquisition
2000,0000003859,2024,20240216,20231230,ZP,COP,USER043,REF36110,Expense report
2000,0000003860,2020,20220902,20241116,RE,EUR,USER021,REF13681,Salary posting
3000,0000003861,2021,20220206,20210123,SA,USD,USER042,REF80663,Invoice payment
3000,0000003862,2022,20220514,20211101,AB,EUR,USER010,REF81490,Salary posting
1000,0000003863,2022,20210505,20210521,ZP,EUR,USER038,REF76739,Expense report
2000,0000003864,2021,20220305,20220330,KR,COP,USER030,REF73173,Salary posting
3000,0000003865,2020,20200516,20231027,SA,EUR,USER018,REF65747,Asset acquisition
3000,0000003866,2023,20230523,20241114,KR,COP,USER050,REF36528,Invoice payment
1000,0000003867,2024,20211129,20210222,KR,USD,USER012,REF72782,Asset acquisition
2000,0000003868,2024,20230221,20240719,KR,USD,USER021,REF19126,Customer receipt
2000,0000003869,2020,20201203,20211017,KR,EUR,USER024,REF49298,Asset acquisition
1000,0000003870,2021,20200110,20240704,ZP,USD,USER013,REF11003,Vendor payment
3000,0000003871,2023,20200913,20241219,RE,EUR,USER030,REF39328,Vendor payment
3000,0000003872,2021,20220917,20240612,AB,USD,USER030,REF25198,Invoice payment
3000,0000003873,2022,20201014,20211015,KR,EUR,USER047,REF73010,Customer receipt
3000,0000003874,2023,20210210,20200103,ZP,COP,USER001,REF68010,Invoice payment
1000,0000003875,2020,20200408,20240821,KR,EUR,USER018,REF28456,Expense report
2000,0000003876,2022,20220928,20210319,RE,USD,USER048,REF96330,Asset acquisition
3000,0000003877,2023,20220819,20200711,ZP,EUR,USER028,REF25769,Customer receipt
3000,0000003878,2024,20230716,20220830,RE,USD,USER024,REF89942,Asset acquisition
2000,0000003879,2023,20220404,20240425,AB,USD,USER019,REF15333,Vendor payment
3000,0000003880,2023,20221209,20241016,KR,COP,USER019,REF44867,Invoice payment
1000,0000003881,2024,20240101,20220120,KR,COP,USER019,REF28141,Customer receipt
2000,0000003882,2022,20210205,20240517,AB,EUR,USER013,REF33894,Expense report
1000,0000003883,2024,20200604,20240405,SA,COP,USER040,REF11741,Asset acquisition
1000,0000003884,2022,20231120,20210805,AB,EUR,USER016,REF65225,Invoice payment
1000,0000003885,2022,20221006,20240603,ZP,COP,USER006,REF53090,Invoice payment
3000,0000003886,2020,20200330,20200521,AB,EUR,USER010,REF64926,Invoice payment
1000,0000003887,2024,20200307,20201002,AB,USD,USER036,REF84949,Customer receipt
1000,0000003888,2022,20240925,20220817,SA,EUR,USER030,REF82916,Expense report
1000,0000003889,2022,20210814,20221105,ZP,EUR,USER014,REF56944,Asset acquisition
1000,0000003890,2024,20210117,20200808,SA,EUR,USER026,REF71865,Vendor payment
1000,0000003891,2022,20220226,20210511,ZP,USD,USER041,REF60769,Salary posting
3000,0000003892,2021,20240721,20201115,RE,COP,USER006,REF74861,Customer receipt
1000,0000003893,2023,20220516,20220117,KR,EUR,USER010,REF50681,Asset acquisition
3000,0000003894,2022,20210624,20241023,ZP,COP,USER047,REF75281,Customer receipt
1000,0000003895,2022,20200106,20200321,RE,EUR,USER048,REF98513,Customer receipt
1000,0000003896,2020,20230123,20220312,RE,COP,USER020,REF97364,Customer receipt
2000,0000003897,2020,20211016,20200625,ZP,COP,USER036,REF54291,Salary posting
1000,0000003898,2021,20221011,20241201,RE,USD,USER042,REF36596,Customer receipt
1000,0000003899,2021,20210425,20211017,AB,EUR,USER014,REF59989,Vendor payment
3000,0000003900,2021,20240720,20200127,RE,COP,USER004,REF14943,Vendor payment
1000,0000003901,2024,20240807,20230503,ZP,COP,USER005,REF82488,Asset acquisition
3000,0000003902,2020,20240129,20200108,SA,EUR,USER003,REF32739,Vendor payment
3000,0000003903,2021,20211118,20231202,SA,COP,USER022,REF81271,Vendor payment
1000,0000003904,2024,20231030,20200413,ZP,EUR,USER015,REF16470,Salary posting
3000,0000003905,2021,20230721,20220627,AB,USD,USER006,REF41777,Asset acquisition
2000,0000003906,2021,20221229,20230809,RE,EUR,USER006,REF28393,Expense report
3000,0000003907,2023,20221130,20200516,SA,EUR,USER020,REF70144,Customer receipt
2000,0000003908,2023,20240930,20200108,SA,EUR,USER015,REF19653,Invoice payment
1000,0000003909,2022,20231026,20230128,KR,EUR,USER050,REF42048,Invoice payment
3000,0000003910,2023,20221015,20210219,ZP,USD,USER040,REF76039,Salary posting
1000,0000003911,2020,20230216,20230412,RE,EUR,USER020,REF28341,Customer receipt
2000,0000003912,2024,20210421,20220829,AB,EUR,USER023,REF94887,Invoice payment
3000,0000003913,2020,20220410,20240721,AB,USD,USER031,REF22883,Vendor payment
2000,0000003914,2023,20220326,20241116,KR,EUR,USER034,REF81131,Expense report
2000,0000003915,2021,20220604,20230120,ZP,EUR,USER043,REF56862,Invoice payment
1000,0000003916,2023,20241205,20240508,KR,USD,USER026,REF32530,Vendor payment
1000,0000003917,2021,20220520,20220604,AB,USD,USER033,REF77486,Invoice payment
3000,0000003918,2021,20220705,20230811,AB,COP,USER026,REF52580,Expense report
1000,0000003919,2024,20230805,20230518,ZP,EUR,USER001,REF70791,Salary posting
3000,0000003920,2024,20210510,20240713,SA,EUR,USER035,REF23916,Expense report
2000,0000003921,2022,20230628,20220903,AB,USD,USER010,REF66863,Salary posting
3000,0000003922,2023,20220217,20210829,RE,EUR,USER013,REF83012,Salary posting
3000,0000003923,2024,20200220,20211011,RE,COP,USER046,REF48129,Invoice payment
2000,0000003924,2020,20241231,20240517,AB,USD,USER031,REF82277,Vendor payment
1000,0000003925,2024,20200523,20240812,KR,EUR,USER023,REF61967,Salary posting
1000,0000003926,2024,20221227,20220622,RE,EUR,USER008,REF50418,Vendor payment
2000,0000003927,2020,20200424,20241122,SA,COP,USER001,REF89097,Expense report
2000,0000003928,2022,20230502,20231212,KR,EUR,USER029,REF83554,Asset acquisition
2000,0000003929,2023,20200411,20230706,KR,EUR,USER002,REF28519,Vendor payment
1000,0000003930,2020,20200909,20200727,KR,USD,USER041,REF11729,Invoice payment
3000,0000003931,2024,20220312,20240907,RE,USD,USER018,REF32402,Vendor payment
1000,0000003932,2023,20230916,20230810,ZP,USD,USER010,REF33744,Expense report
1000,0000003933,2021,20220415,20230523,KR,COP,USER041,REF83504,Invoice payment
2000,0000003934,2021,20241220,20200326,RE,USD,USER041,REF35633,Invoice payment
1000,0000003935,2022,20240527,20201219,AB,EUR,USER046,REF65505,Expense report
2000,0000003936,2024,20220713,20220114,KR,USD,USER048,REF93238,Salary posting
1000,0000003937,2022,20221010,20241215,RE,EUR,USER049,REF46318,Salary posting
2000,0000003938,2024,20220122,20220415,AB,USD,USER004,REF59863,Vendor payment
2000,0000003939,2021,20220111,20230815,SA,USD,USER024,REF38687,Salary posting
2000,0000003940,2020,20210728,20220218,AB,EUR,USER035,REF96856,Asset acquisition
2000,0000003941,2024,20210210,20230926,SA,EUR,USER013,REF48885,Vendor payment
3000,0000003942,2021,20230916,20211224,ZP,USD,USER041,REF30974,Asset acquisition
2000,0000003943,2021,20220608,20220313,SA,EUR,USER021,REF41501,Expense report
1000,0000003944,2023,20220826,20220117,ZP,USD,USER001,REF76570,Vendor payment
2000,0000003945,2021,20201121,20240502,AB,EUR,USER036,REF38631,Customer receipt
3000,0000003946,2022,20210907,20210514,AB,EUR,USER045,REF54199,Vendor payment
1000,0000003947,2022,20200218,20240411,SA,USD,USER004,REF57340,Customer receipt
1000,0000003948,2024,20201224,20221225,SA,USD,USER030,REF31651,Customer receipt
1000,0000003949,2020,20220726,20210207,SA,COP,USER049,REF89103,Expense report
3000,0000003950,2020,20231128,20220815,AB,COP,USER048,REF74228,Expense report
3000,0000003951,2022,20210706,20230724,SA,EUR,USER041,REF99866,Invoice payment
1000,0000003952,2024,20200228,20200509,AB,COP,USER022,REF83281,Salary posting
1000,0000003953,2022,20200319,20231017,KR,EUR,USER045,REF93365,Invoice payment
2000,0000003954,2022,20200217,20230909,KR,EUR,USER007,REF50848,Expense report
2000,0000003955,2021,20241216,20200512,KR,USD,USER039,REF44710,Customer receipt
3000,0000003956,2021,20240815,20210403,AB,EUR,USER049,REF53333,Expense report
1000,0000003957,2020,20200816,20201018,KR,EUR,USER023,REF85511,Invoice payment
2000,0000003958,2021,20220401,20220103,KR,USD,USER017,REF29528,Vendor payment
2000,0000003959,2023,20210110,20240708,SA,COP,USER045,REF16699,Vendor payment
2000,0000003960,2023,20210402,20221218,KR,EUR,USER046,REF98722,Salary posting
2000,0000003961,2022,20211201,20200613,SA,EUR,USER049,REF66543,Invoice payment
3000,0000003962,2020,20230412,20210420,SA,COP,USER006,REF72473,Customer receipt
2000,0000003963,2022,20240824,20220102,SA,EUR,USER015,REF69474,Customer receipt
1000,0000003964,2023,20201004,20220828,KR,EUR,USER007,REF64490,Asset acquisition
1000,0000003965,2021,20220624,20210527,AB,COP,USER009,REF21386,Customer receipt
2000,0000003966,2023,20220206,20220516,KR,USD,USER017,REF23304,Expense report
2000,0000003967,2020,20221118,20210611,ZP,COP,USER033,REF95852,Asset acquisition
2000,0000003968,2021,20200129,20230421,ZP,COP,USER028,REF84844,Expense report
1000,0000003969,2024,20240831,20220602,KR,COP,USER016,REF91063,Vendor payment
2000,0000003970,2020,20220611,20240305,AB,COP,USER020,REF53986,Invoice payment
3000,0000003971,2022,20240116,20230614,ZP,EUR,USER010,REF26389,Customer receipt
3000,0000003972,2023,20220621,20210411,RE,COP,USER049,REF38221,Salary posting
1000,0000003973,2024,20230212,20221222,RE,USD,USER033,REF55109,Invoice payment
3000,0000003974,2022,20230824,20201107,RE,COP,USER024,REF89666,Expense report
2000,0000003975,2022,20220120,20200404,KR,EUR,USER012,REF41135,Invoice payment
1000,0000003976,2022,20200928,20220823,SA,USD,USER029,REF59623,Asset acquisition
1000,0000003977,2024,20230602,20200510,RE,EUR,USER022,REF48378,Vendor payment
1000,0000003978,2022,20230711,20210613,KR,COP,USER034,REF36623,Customer receipt
2000,0000003979,2021,20220611,20241213,ZP,USD,USER015,REF21082,Invoice payment
3000,0000003980,2021,20230922,20230413,AB,USD,USER008,REF98893,Customer receipt
1000,0000003981,2022,20200202,20220415,KR,EUR,USER038,REF25032,Customer receipt
2000,0000003982,2024,20200916,20220309,SA,COP,USER029,REF38000,Expense report
3000,0000003983,2020,20240920,20220525,KR,EUR,USER040,REF20928,Customer receipt
1000,0000003984,2024,20220928,20210413,ZP,COP,USER011,REF22838,Vendor payment
3000,0000003985,2021,20220324,20230307,RE,USD,USER029,REF38551,Customer receipt
2000,0000003986,2023,20240512,20220918,RE,COP,USER023,REF27944,Vendor payment
3000,0000003987,2023,20220925,20200103,AB,EUR,USER019,REF55384,Vendor payment
3000,0000003988,2024,20240917,20240201,RE,USD,USER013,REF17402,Salary posting
2000,0000003989,2022,20200414,20200122,KR,COP,USER009,REF94698,Asset acquisition
3000,0000003990,2024,20210514,20230221,AB,EUR,USER040,REF14484,Expense report
3000,0000003991,2022,20230730,20211210,RE,COP,USER039,REF51446,Vendor payment
2000,0000003992,2023,20240408,20220323,RE,COP,USER042,REF16229,Salary posting
1000,0000003993,2024,20240518,20240112,KR,USD,USER027,REF99763,Customer receipt
2000,0000003994,2022,20210901,20230704,RE,EUR,USER046,REF29162,Expense report
2000,0000003995,2024,20221031,20200716,RE,COP,USER016,REF82018,Customer receipt
1000,0000003996,2023,20201219,20200526,RE,USD,USER007,REF41940,Expense report
2000,0000003997,2023,20200503,20200724,ZP,USD,USER011,REF29516,Invoice payment
1000,0000003998,2021,20230101,20230908,ZP,COP,USER024,REF40939,Expense report
1000,0000003999,2024,20240224,20210207,RE,EUR,USER025,REF78546,Invoice payment
3000,0000004000,2023,20210331,20220430,RE,COP,USER035,REF84100,Customer receipt
3000,0000004001,2020,20230821,20231207,AB,COP,USER048,REF59856,Vendor payment
1000,0000004002,2023,20240314,20221111,ZP,EUR,USER020,REF94936,Asset acquisition
2000,0000004003,2023,20210112,20200404,RE,COP,USER023,REF26960,Invoice payment
2000,0000004004,2020,20240517,20200413,AB,COP,USER030,REF24960,Asset acquisition
1000,0000004005,2022,20230222,20220117,RE,EUR,USER043,REF79878,Vendor payment
2000,0000004006,2020,20210104,20210319,AB,COP,USER034,REF58668,Invoice payment
1000,0000004007,2024,20240323,20200613,ZP,USD,USER042,REF49837,Salary posting
2000,0000004008,2022,20220510,20230525,AB,COP,USER040,REF61829,Salary posting
2000,0000004009,2023,20240811,20200823,ZP,COP,USER030,REF66070,Asset acquisition
1000,0000004010,2021,20220618,20220702,RE,EUR,USER049,REF98569,Vendor payment
3000,0000004011,2023,20240316,20201016,AB,COP,USER038,REF56448,Asset acquisition
1000,0000004012,2021,20240228,20220402,AB,USD,USER035,REF38673,Invoice payment
2000,0000004013,2022,20221009,20210228,AB,COP,USER013,REF81364,Vendor payment
2000,0000004014,2022,20240812,20200405,KR,EUR,USER009,REF38497,Customer receipt
3000,0000004015,2022,20230928,20220218,RE,USD,USER020,REF61246,Asset acquisition
1000,0000004016,2023,20220518,20210223,KR,COP,USER019,REF99125,Invoice payment
1000,0000004017,2023,20220502,20240514,RE,EUR,USER020,REF32821,Customer receipt
3000,0000004018,2020,20220206,20210115,SA,EUR,USER015,REF24771,Vendor payment
2000,0000004019,2024,20240218,20220513,KR,USD,USER017,REF72809,Invoice payment
2000,0000004020,2023,20211003,20220211,ZP,EUR,USER025,REF87746,Vendor payment
2000,0000004021,2020,20210319,20220211,ZP,EUR,USER050,REF40320,Invoice payment
1000,0000004022,2022,20230113,20210326,AB,EUR,USER039,REF93977,Expense report
2000,0000004023,2021,20231114,20240922,RE,USD,USER037,REF33740,Customer receipt
1000,0000004024,2024,20200820,20230916,KR,USD,USER004,REF60240,Salary posting
3000,0000004025,2021,20210727,20200511,RE,USD,USER004,REF59429,Customer receipt
3000,0000004026,2021,20230331,20200711,RE,EUR,USER029,REF32326,Expense report
3000,0000004027,2021,20210729,20220909,RE,EUR,USER013,REF12676,Invoice payment
3000,0000004028,2020,20220703,20231127,ZP,USD,USER042,REF17002,Asset acquisition
2000,0000004029,2023,20221212,20230609,ZP,EUR,USER017,REF85569,Asset acquisition
2000,0000004030,2024,20230612,20220708,ZP,EUR,USER004,REF51382,Expense report
1000,0000004031,2020,20221001,20200911,RE,USD,USER035,REF63637,Salary posting
2000,0000004032,2022,20221124,20240219,RE,EUR,USER040,REF80062,Customer receipt
1000,0000004033,2020,20220605,20200606,AB,COP,USER041,REF99746,Customer receipt
2000,0000004034,2023,20241030,20210513,RE,USD,USER013,REF22336,Expense report
3000,0000004035,2023,20220120,20240901,SA,USD,USER012,REF64318,Invoice payment
2000,0000004036,2024,20210916,20230531,AB,COP,USER032,REF83472,Vendor payment
1000,0000004037,2020,20230321,20240914,KR,EUR,USER045,REF87329,Customer receipt
3000,0000004038,2024,20200419,20220313,ZP,COP,USER045,REF16207,Invoice payment
1000,0000004039,2020,20221020,20200606,AB,USD,USER023,REF34710,Customer receipt
3000,0000004040,2021,20200823,20220307,KR,EUR,USER013,REF65258,Invoice payment
1000,0000004041,2020,20220820,20230611,ZP,USD,USER018,REF85811,Invoice payment
1000,0000004042,2022,20231112,20230518,RE,COP,USER031,REF98153,Expense report
3000,0000004043,2022,20240315,20210828,SA,EUR,USER050,REF53634,Vendor payment
1000,0000004044,2022,20231124,20220512,KR,EUR,USER039,REF86807,Vendor payment
1000,0000004045,2021,20220913,20241008,SA,EUR,USER014,REF89135,Customer receipt
1000,0000004046,2021,20211021,20240510,SA,COP,USER029,REF45694,Invoice payment
3000,0000004047,2021,20211022,20230216,RE,EUR,USER048,REF43300,Asset acquisition
2000,0000004048,2021,20200805,20240804,KR,EUR,USER013,REF63191,Invoice payment
1000,0000004049,2024,20220320,20210422,ZP,EUR,USER017,REF56924,Salary posting
1000,0000004050,2021,20240121,20240501,ZP,USD,USER021,REF40638,Invoice payment
2000,0000004051,2023,20210321,20240508,RE,EUR,USER016,REF11137,Asset acquisition
3000,0000004052,2023,20221203,20230916,SA,EUR,USER003,REF95277,Vendor payment
2000,0000004053,2022,20220112,20241211,ZP,EUR,USER030,REF27774,Customer receipt
2000,0000004054,2020,20230225,20240314,ZP,EUR,USER012,REF24104,Asset acquisition
2000,0000004055,2021,20211104,20230825,RE,USD,USER026,REF76613,Invoice payment
1000,0000004056,2021,20210317,20230627,AB,COP,USER028,REF69352,Invoice payment
2000,0000004057,2021,20200904,20220907,KR,EUR,USER019,REF11468,Customer receipt
1000,0000004058,2022,20200928,20230825,KR,EUR,USER011,REF45438,Invoice payment
3000,0000004059,2024,20221211,20241206,KR,COP,USER027,REF98304,Expense report
1000,0000004060,2021,20220607,20211002,SA,COP,USER007,REF81339,Invoice payment
3000,0000004061,2022,20210817,20210703,KR,USD,USER049,REF82449,Salary posting
1000,0000004062,2020,20201118,20231120,SA,COP,USER049,REF58215,Invoice payment
3000,0000004063,2024,20210922,20220618,AB,USD,USER045,REF21909,Invoice payment
3000,0000004064,2024,20220522,20230908,RE,USD,USER027,REF45909,Invoice payment
3000,0000004065,2024,20210806,20200730,SA,USD,USER023,REF35218,Vendor payment
3000,0000004066,2024,20231218,20200513,KR,USD,USER003,REF51932,Salary posting
3000,0000004067,2021,20210906,20240913,SA,COP,USER044,REF93025,Vendor payment
1000,0000004068,2024,20240815,20210101,AB,COP,USER043,REF19253,Invoice payment
3000,0000004069,2021,20211013,20220224,SA,EUR,USER018,REF33755,Customer receipt
3000,0000004070,2024,20201225,20200313,KR,COP,USER031,REF60099,Customer receipt
2000,0000004071,2023,20230409,20230921,AB,EUR,USER012,REF32004,Vendor payment
2000,0000004072,2021,20210419,20230105,AB,COP,USER037,REF42774,Invoice payment
1000,0000004073,2024,20240521,20240325,KR,EUR,USER044,REF12128,Vendor payment
1000,0000004074,2022,20200916,20210728,KR,USD,USER001,REF59616,Asset acquisition
3000,0000004075,2021,20221115,20240305,KR,USD,USER027,REF35076,Expense report
2000,0000004076,2024,20230108,20230523,KR,COP,USER017,REF37353,Asset acquisition
2000,0000004077,2020,20240219,20221214,AB,USD,USER040,REF43344,Customer receipt
1000,0000004078,2024,20220609,20240508,SA,USD,USER012,REF47260,Expense report
3000,0000004079,2024,20201227,20220224,ZP,COP,USER036,REF53223,Salary posting
1000,0000004080,2023,20210704,20210222,SA,COP,USER037,REF55533,Expense report
3000,0000004081,2024,20240710,20230626,SA,EUR,USER018,REF72862,Customer receipt
1000,0000004082,2021,20230311,20220524,ZP,USD,USER019,REF52828,Expense report
2000,0000004083,2024,20200715,20240915,AB,USD,USER022,REF15872,Salary posting
2000,0000004084,2020,20240701,20230130,ZP,COP,USER001,REF14932,Vendor payment
3000,0000004085,2022,20210715,20201006,ZP,EUR,USER030,REF37822,Salary posting
2000,0000004086,2024,20230814,20220403,AB,EUR,USER028,REF66321,Asset acquisition
3000,0000004087,2024,20230605,20230401,SA,USD,USER002,REF63553,Customer receipt
1000,0000004088,2023,20231205,20241013,RE,USD,USER038,REF16748,Invoice payment
2000,0000004089,2024,20220620,20200617,RE,COP,USER049,REF38166,Vendor payment
2000,0000004090,2023,20200729,20211120,AB,USD,USER023,REF64897,Asset acquisition
3000,0000004091,2022,20200101,20230829,SA,COP,USER035,REF76215,Asset acquisition
1000,0000004092,2020,20220226,20221003,SA,USD,USER037,REF99534,Expense report
1000,0000004093,2022,20231122,20210228,SA,EUR,USER041,REF67008,Vendor payment
3000,0000004094,2022,20200208,20241213,SA,USD,USER049,REF12180,Customer receipt
2000,0000004095,2023,20220416,20241020,ZP,COP,USER032,REF54978,Salary posting
1000,0000004096,2021,20240816,20231229,SA,COP,USER036,REF66968,Invoice payment
2000,0000004097,2024,20230418,20201209,SA,USD,USER008,REF49408,Invoice payment
1000,0000004098,2022,20200424,20241031,KR,EUR,USER021,REF74291,Asset acquisition
3000,0000004099,2021,20240327,20220209,SA,EUR,USER005,REF92468,Asset acquisition
1000,0000004100,2024,20230817,20210811,ZP,COP,USER049,REF63373,Vendor payment
1000,0000004101,2023,20210205,20211023,ZP,USD,USER015,REF12483,Customer receipt
1000,0000004102,2020,20240425,20200611,KR,USD,USER036,REF85773,Asset acquisition
3000,0000004103,2022,20200621,20240709,ZP,EUR,USER014,REF10201,Salary posting
3000,0000004104,2024,20241026,20220125,KR,EUR,USER032,REF70249,Salary posting
3000,0000004105,2023,20240403,20220830,RE,COP,USER025,REF52932,Asset acquisition
1000,0000004106,2020,20210201,20240310,AB,COP,USER017,REF49851,Customer receipt
2000,0000004107,2021,20230711,20230503,SA,USD,USER033,REF88348,Asset acquisition
3000,0000004108,2021,20210421,20200802,ZP,COP,USER044,REF29731,Expense report
1000,0000004109,2022,20220619,20231023,AB,COP,USER031,REF16267,Asset acquisition
1000,0000004110,2020,20241219,20220703,SA,USD,USER023,REF70422,Asset acquisition
2000,0000004111,2021,20231014,20220426,KR,USD,USER016,REF61434,Asset acquisition
3000,0000004112,2022,20231127,20200325,ZP,EUR,USER036,REF89358,Asset acquisition
2000,0000004113,2022,20240523,20221012,SA,EUR,USER018,REF99671,Salary posting
3000,0000004114,2021,20210807,20240914,ZP,EUR,USER022,REF28132,Vendor payment
2000,0000004115,2021,20220702,20240315,AB,USD,USER002,REF41460,Asset acquisition
2000,0000004116,2023,20220509,20230215,AB,USD,USER002,REF44752,Expense report
1000,0000004117,2023,20220512,20220814,SA,COP,USER020,REF88220,Asset acquisition
2000,0000004118,2021,20210902,20200629,RE,USD,USER049,REF71759,Expense report
3000,0000004119,2021,20200501,20230627,ZP,COP,USER003,REF94325,Customer receipt
1000,0000004120,2024,20241009,20210722,RE,USD,USER024,REF62222,Salary posting
3000,0000004121,2024,20201103,20210510,SA,EUR,USER017,REF55010,Expense report
3000,0000004122,2022,20230902,20230907,AB,USD,USER016,REF54820,Expense report
1000,0000004123,2021,20220422,20220530,RE,EUR,USER044,REF97963,Invoice payment
1000,0000004124,2022,20220813,20200229,ZP,EUR,USER006,REF19193,Invoice payment
3000,0000004125,2021,20240726,20210922,ZP,EUR,USER024,REF65235,Invoice payment
1000,0000004126,2024,20231112,20240416,ZP,EUR,USER037,REF87538,Customer receipt
2000,0000004127,2022,20200613,20200626,ZP,COP,USER044,REF51717,Vendor payment
1000,0000004128,2023,20240531,20210720,AB,USD,USER005,REF50889,Customer receipt
2000,0000004129,2023,20220707,20220520,RE,EUR,USER042,REF94922,Asset acquisition
3000,0000004130,2023,20231001,20200101,SA,EUR,USER030,REF86487,Asset acquisition
2000,0000004131,2023,20230126,20241218,KR,EUR,USER040,REF12073,Customer receipt
2000,0000004132,2021,20220125,20220407,SA,EUR,USER038,REF59142,Invoice payment
3000,0000004133,2024,20200518,20210719,KR,EUR,USER015,REF40350,Invoice payment
3000,0000004134,2021,20230322,20231213,KR,USD,USER028,REF47456,Invoice payment
2000,0000004135,2022,20240912,20220912,KR,EUR,USER035,REF65355,Expense report
1000,0000004136,2020,20210602,20200422,SA,COP,USER014,REF21565,Vendor payment
2000,0000004137,2023,20200307,20210923,AB,USD,USER029,REF41933,Expense report
3000,0000004138,2024,20240912,20200703,SA,USD,USER047,REF75580,Salary posting
1000,0000004139,2022,20220721,20210904,SA,COP,USER001,REF34638,Salary posting
3000,0000004140,2022,20210731,20200730,RE,EUR,USER044,REF31821,Customer receipt
1000,0000004141,2024,20220911,20230814,KR,USD,USER006,REF80421,Customer receipt
3000,0000004142,2023,20220427,20210927,AB,USD,USER020,REF22518,Expense report
1000,0000004143,2021,20220120,20200605,ZP,EUR,USER013,REF11135,Expense report
2000,0000004144,2024,20220204,20210204,SA,USD,USER050,REF51717,Vendor payment
1000,0000004145,2022,20210306,20230627,ZP,EUR,USER024,REF93584,Expense report
3000,0000004146,2020,20220928,20230201,ZP,USD,USER022,REF91607,Vendor payment
1000,0000004147,2024,20221206,20210913,RE,COP,USER036,REF59166,Salary posting
2000,0000004148,2024,20240915,20241221,RE,USD,USER030,REF55241,Vendor payment
1000,0000004149,2021,20230106,20210224,RE,EUR,USER015,REF50769,Vendor payment
3000,0000004150,2020,20230126,20241230,RE,EUR,USER004,REF35700,Vendor payment
1000,0000004151,2022,20241108,20220227,KR,USD,USER009,REF89521,Expense report
2000,0000004152,2021,20200729,20231112,ZP,USD,USER037,REF70727,Customer receipt
1000,0000004153,2020,20240917,20230418,RE,COP,USER005,REF77503,Salary posting
1000,0000004154,2023,20210130,20210827,RE,COP,USER019,REF62635,Invoice payment
1000,0000004155,2021,20200620,20211111,SA,USD,USER013,REF17074,Invoice payment
2000,0000004156,2021,20200320,20210123,RE,USD,USER019,REF11345,Asset acquisition
2000,0000004157,2024,20200629,20231007,RE,COP,USER040,REF63381,Salary posting
3000,0000004158,2024,20210912,20230921,SA,USD,USER030,REF63317,Customer receipt
3000,0000004159,2023,20210501,20240314,SA,USD,USER020,REF25686,Vendor payment
3000,0000004160,2021,20230508,20230425,RE,COP,USER027,REF90461,Vendor payment
2000,0000004161,2022,20201108,20200422,AB,USD,USER044,REF20752,Vendor payment
3000,0000004162,2020,20200216,20220508,RE,EUR,USER048,REF60127,Customer receipt
2000,0000004163,2024,20200710,20200205,RE,EUR,USER047,REF79001,Customer receipt
1000,0000004164,2021,20230922,20210527,KR,EUR,USER008,REF63018,Vendor payment
1000,0000004165,2023,20240815,20221028,KR,COP,USER044,REF20973,Customer receipt
2000,0000004166,2022,20230730,20220403,KR,EUR,USER025,REF91039,Vendor payment
2000,0000004167,2021,20200303,20221219,KR,EUR,USER018,REF75086,Vendor payment
3000,0000004168,2020,20240307,20200108,RE,USD,USER037,REF40198,Expense report
3000,0000004169,2022,20221005,20200922,KR,EUR,USER041,REF69751,Invoice payment
3000,0000004170,2021,20201119,20201025,RE,COP,USER042,REF96639,Asset acquisition
2000,0000004171,2024,20211126,20230614,AB,EUR,USER009,REF43303,Expense report
3000,0000004172,2023,20200907,20201023,ZP,USD,USER006,REF48697,Salary posting
1000,0000004173,2020,20211109,20231018,ZP,EUR,USER002,REF29322,Customer receipt
3000,0000004174,2023,20200202,20240708,AB,COP,USER019,REF82406,Invoice payment
1000,0000004175,2021,20210620,20200127,AB,USD,USER020,REF72535,Salary posting
2000,0000004176,2023,20231119,20230528,SA,COP,USER046,REF85965,Invoice payment
2000,0000004177,2020,20230723,20221026,ZP,EUR,USER022,REF67101,Asset acquisition
3000,0000004178,2022,20210222,20200313,RE,USD,USER022,REF92182,Salary posting
2000,0000004179,2021,20210327,20221120,ZP,USD,USER034,REF76670,Vendor payment
2000,0000004180,2023,20211212,20220521,ZP,EUR,USER016,REF19708,Expense report
2000,0000004181,2020,20220503,20230818,KR,COP,USER038,REF13018,Invoice payment
1000,0000004182,2021,20230212,20220221,RE,USD,USER031,REF87217,Salary posting
3000,0000004183,2023,20241211,20200612,ZP,EUR,USER001,REF38091,Vendor payment
1000,0000004184,2021,20211105,20200905,SA,EUR,USER038,REF52290,Customer receipt
1000,0000004185,2024,20201211,20240110,ZP,USD,USER020,REF19623,Vendor payment
3000,0000004186,2020,20210615,20220730,ZP,EUR,USER004,REF57407,Expense report
2000,0000004187,2023,20200919,20230222,KR,EUR,USER023,REF22186,Customer receipt
2000,0000004188,2023,20210316,20230802,RE,EUR,USER022,REF38975,Expense report
3000,0000004189,2023,20221007,20200117,ZP,USD,USER033,REF77773,Asset acquisition
3000,0000004190,2024,20240312,20240426,AB,USD,USER025,REF96616,Expense report
3000,0000004191,2021,20220122,20240504,ZP,EUR,USER012,REF30820,Vendor payment
