BUKRS,BELNR,GJAHR,BUZEI,KOART,KONTO,DMBTR,WRBTR,WAERS,SGTXT
1000,0000002357,2023,001,K,853326,139626.71,126972.49,COP,Line item desc
1000,0000002358,2020,001,K,327434,136407.06,137572.11,USD,Tax posting
2000,0000002359,2021,001,M,127362,185732.4,200152.3,USD,Tax posting
2000,0000002359,2021,002,M,730606,148160.07,156584.44,USD,Clearing entry
3000,0000002360,2024,001,A,678794,171780.16,181225.7,EUR,Tax posting
1000,0000002361,2023,001,A,504296,138731.95,150980.54,USD,Clearing entry
1000,0000002362,2022,001,D,192715,186191.7,183716.9,COP,Line item desc
1000,0000002362,2022,002,D,336093,119501.89,129033.88,COP,Line item desc
1000,0000002362,2022,003,A,247082,132783.42,140444.76,COP,Clearing entry
2000,0000002363,2024,001,S,157111,21660.97,21054.18,COP,Cost allocation
2000,0000002364,2021,001,M,641760,55916.96,57050.14,USD,Revenue rec
2000,0000002364,2021,002,D,640282,95716.83,102909.02,USD,Cost allocation
3000,0000002365,2023,001,A,286579,163170.76,178822.47,USD,Clearing entry
3000,0000002365,2023,002,S,908049,2587.63,2449.02,USD,Revenue rec
3000,0000002365,2023,003,M,533281,104265.07,97024.72,USD,Line item desc
2000,0000002366,2022,001,D,137008,40933.97,38170.07,USD,Line item desc
3000,0000002367,2023,001,M,518008,75956.13,69280.21,EUR,Line item desc
3000,0000002367,2023,002,M,472085,98265.65,94792.64,EUR,Revenue rec
2000,0000002368,2022,001,S,199779,70816.25,72600.08,USD,Line item desc
2000,0000002368,2022,002,A,989521,165097.79,170924.0,USD,Tax posting
2000,0000002368,2022,003,K,415481,187129.46,174375.4,USD,Tax posting
3000,0000002369,2023,001,D,531907,59205.1,59139.69,COP,Line item desc
3000,0000002369,2023,002,K,191039,165455.72,149435.33,COP,Line item desc
1000,0000002370,2024,001,D,775529,126354.35,135628.06,EUR,Revenue rec
3000,0000002371,2020,001,S,788261,40619.29,41342.53,EUR,Revenue rec
3000,0000002372,2022,001,S,246440,188795.61,183957.93,COP,Tax posting
3000,0000002372,2022,002,D,194608,67788.19,67017.43,COP,Clearing entry
3000,0000002372,2022,003,K,480362,186976.41,197300.94,COP,Tax posting
2000,0000002373,2022,001,A,460777,198292.34,193727.72,EUR,Cost allocation
2000,0000002373,2022,002,S,300793,99356.96,106274.94,EUR,Clearing entry
3000,0000002374,2024,001,K,896881,123548.72,131730.35,COP,Line item desc
1000,0000002375,2021,001,D,123261,33740.9,36532.78,USD,Line item desc
2000,0000002376,2023,001,A,930392,89876.19,81393.27,COP,Tax posting
2000,0000002376,2023,002,D,491368,198145.5,204874.63,COP,Revenue rec
3000,0000002377,2021,001,S,412821,108830.75,100367.65,COP,Cost allocation
3000,0000002377,2021,002,S,625620,146390.56,140155.44,COP,Line item desc
3000,0000002377,2021,003,D,927670,96838.74,96573.51,COP,Cost allocation
3000,0000002377,2021,004,M,368652,15603.79,14214.95,COP,Revenue rec
3000,0000002378,2020,001,M,990518,111427.15,121582.9,USD,Line item desc
3000,0000002378,2020,002,A,216094,40557.92,40044.2,USD,Tax posting
3000,0000002378,2020,003,S,896346,105014.67,106866.7,USD,Clearing entry
3000,0000002378,2020,004,M,728369,125720.62,129325.31,USD,Cost allocation
3000,0000002379,2021,001,M,821265,174613.96,185500.9,COP,Tax posting
3000,0000002379,2021,002,S,190813,175970.33,169159.41,COP,Revenue rec
3000,0000002379,2021,003,A,350872,687.4,738.75,COP,Cost allocation
3000,0000002379,2021,004,K,732743,39181.99,42491.51,COP,Tax posting
2000,0000002380,2020,001,M,269360,44397.57,46212.22,USD,Cost allocation
1000,0000002381,2024,001,A,162388,149902.69,143671.78,EUR,Tax posting
1000,0000002381,2024,002,D,391180,125416.35,120552.55,EUR,Revenue rec
1000,0000002381,2024,003,A,319716,188804.78,200357.52,EUR,Revenue rec
1000,0000002382,2023,001,S,696926,52214.73,51520.61,COP,Revenue rec
1000,0000002382,2023,002,D,203385,113553.09,104084.42,COP,Line item desc
1000,0000002382,2023,003,S,233283,189795.14,202604.6,COP,Line item desc
1000,0000002382,2023,004,M,197813,195733.89,189905.67,COP,Clearing entry
1000,0000002383,2023,001,M,175774,187536.41,174932.05,COP,Tax posting
1000,0000002383,2023,002,M,652368,159576.22,156760.59,COP,Line item desc
1000,0000002383,2023,003,M,281476,101667.85,96222.46,COP,Cost allocation
3000,0000002384,2022,001,D,788488,20269.04,20616.3,USD,Cost allocation
3000,0000002384,2022,002,S,703325,34572.7,35833.59,USD,Revenue rec
3000,0000002384,2022,003,K,319187,72351.32,66273.34,USD,Tax posting
3000,0000002385,2021,001,K,892817,11231.94,11577.04,EUR,Cost allocation
2000,0000002386,2021,001,A,297154,93991.32,85657.1,COP,Line item desc
2000,0000002386,2021,002,S,289265,58542.43,63795.38,COP,Tax posting
2000,0000002386,2021,003,S,843007,71651.29,69406.12,COP,Revenue rec
1000,0000002387,2021,001,K,563042,172664.08,181631.58,COP,Cost allocation
1000,0000002387,2021,002,D,105307,151547.13,138428.7,COP,Revenue rec
1000,0000002387,2021,003,S,981876,139592.88,139809.9,COP,Tax posting
3000,0000002388,2023,001,K,974878,89770.41,87464.46,COP,Clearing entry
3000,0000002388,2023,002,A,919260,14756.75,14323.36,COP,Line item desc
3000,0000002388,2023,003,D,921177,158147.42,159973.05,COP,Revenue rec
3000,0000002389,2022,001,D,555262,15354.22,13981.5,COP,Line item desc
3000,0000002389,2022,002,K,418776,96059.9,104480.46,COP,Cost allocation
2000,0000002390,2023,001,D,736830,163136.16,178235.76,COP,Revenue rec
2000,0000002390,2023,002,K,691643,66160.79,64909.67,COP,Revenue rec
2000,0000002391,2020,001,S,967236,76917.52,70740.79,COP,Line item desc
1000,0000002392,2023,001,K,129254,53653.39,53857.5,USD,Cost allocation
1000,0000002392,2023,002,K,797040,103569.74,106948.32,USD,Revenue rec
1000,0000002392,2023,003,K,919142,153869.49,168732.64,USD,Tax posting
3000,0000002393,2024,001,M,719918,138660.35,125828.62,USD,Clearing entry
3000,0000002393,2024,002,M,932145,92635.4,94331.71,USD,Revenue rec
3000,0000002393,2024,003,K,337145,147703.36,135907.86,USD,Clearing entry
3000,0000002393,2024,004,K,987513,176910.68,182697.09,USD,Clearing entry
3000,0000002394,2024,001,K,449693,103888.37,102800.85,COP,Revenue rec
3000,0000002394,2024,002,K,542783,138832.31,148483.63,COP,Line item desc
3000,0000002394,2024,003,S,554634,84750.09,84277.56,COP,Clearing entry
3000,0000002394,2024,004,A,551319,105216.16,105053.32,COP,Clearing entry
2000,0000002395,2022,001,A,677152,23693.58,22167.23,COP,Cost allocation
2000,0000002395,2022,002,S,253043,193067.48,199042.72,COP,Revenue rec
2000,0000002395,2022,003,S,947582,93648.05,85413.68,COP,Revenue rec
3000,0000002396,2023,001,K,798853,186719.14,181778.56,COP,Line item desc
3000,0000002396,2023,002,M,684643,79823.2,77267.76,COP,Line item desc
3000,0000002396,2023,003,K,184388,108666.19,106069.51,COP,Tax posting
1000,0000002397,2024,001,M,158320,39981.4,40457.15,USD,Revenue rec
1000,0000002397,2024,002,S,744677,23390.61,25240.29,USD,Tax posting
1000,0000002397,2024,003,A,790856,90589.64,83344.82,USD,Tax posting
1000,0000002397,2024,004,S,125466,114290.76,106075.43,USD,Line item desc
3000,0000002398,2021,001,S,293305,152163.83,157835.32,EUR,Clearing entry
3000,0000002398,2021,002,A,716364,39314.95,40247.75,EUR,Tax posting
1000,0000002399,2024,001,M,958910,193129.04,187458.85,COP,Line item desc
1000,0000002400,2022,001,M,406475,21309.58,20660.24,USD,Cost allocation
1000,0000002401,2021,001,K,282606,146480.83,138312.41,COP,Tax posting
1000,0000002401,2021,002,M,743993,161720.14,167441.76,COP,Cost allocation
3000,0000002402,2020,001,K,409847,40640.56,42513.89,USD,Tax posting
3000,0000002403,2024,001,M,515370,55026.44,59146.86,USD,Cost allocation
2000,0000002404,2020,001,M,268264,28885.13,26866.76,COP,Clearing entry
2000,0000002404,2020,002,S,312905,156784.08,154971.14,COP,Cost allocation
2000,0000002404,2020,003,K,859449,23799.69,24111.01,COP,Revenue rec
2000,0000002404,2020,004,A,235702,39896.03,39412.5,COP,Cost allocation
1000,0000002405,2020,001,A,486506,86526.47,94662.77,EUR,Clearing entry
1000,0000002406,2021,001,M,621945,72795.01,68629.55,USD,Line item desc
1000,0000002407,2024,001,D,595602,91390.17,96421.8,USD,Revenue rec
1000,0000002407,2024,002,K,631221,196549.58,207083.86,USD,Clearing entry
1000,0000002408,2024,001,A,687961,846.5,900.76,USD,Clearing entry
1000,0000002408,2024,002,K,996860,52107.99,51504.94,USD,Line item desc
1000,0000002409,2024,001,A,611824,188632.83,175389.48,USD,Revenue rec
1000,0000002409,2024,002,M,902006,27168.39,24909.71,USD,Clearing entry
1000,0000002409,2024,003,A,322529,187395.44,185595.72,USD,Clearing entry
1000,0000002410,2021,001,A,253262,7191.21,6474.3,EUR,Clearing entry
2000,0000002411,2023,001,M,564200,197816.68,200289.48,USD,Tax posting
2000,0000002411,2023,002,M,561726,590.83,588.0,USD,Line item desc
1000,0000002412,2020,001,S,819449,133529.23,124793.45,USD,Revenue rec
1000,0000002412,2020,002,K,146587,56764.57,61572.15,USD,Cost allocation
1000,0000002412,2020,003,D,950657,124145.84,115273.93,USD,Line item desc
1000,0000002413,2022,001,A,784856,199309.42,213396.41,EUR,Line item desc
1000,0000002413,2022,002,D,865462,7155.57,6927.56,EUR,Revenue rec
3000,0000002414,2020,001,M,639938,99407.21,93745.83,USD,Clearing entry
3000,0000002414,2020,002,M,163586,170808.32,161829.84,USD,Revenue rec
2000,0000002415,2020,001,A,209720,5915.69,5681.15,EUR,Clearing entry
2000,0000002415,2020,002,D,143940,156494.32,170029.02,EUR,Revenue rec
3000,0000002416,2020,001,M,238432,5030.82,5457.89,USD,Revenue rec
3000,0000002416,2020,002,M,671068,137125.22,145607.48,USD,Tax posting
3000,0000002416,2020,003,M,201519,103712.91,105681.66,USD,Tax posting
3000,0000002417,2024,001,S,536518,101276.86,104426.3,USD,Revenue rec
3000,0000002417,2024,002,D,279018,109374.67,102592.52,USD,Clearing entry
3000,0000002417,2024,003,S,273101,79748.88,84799.61,USD,Line item desc
3000,0000002418,2021,001,A,198136,81542.27,88582.08,USD,Tax posting
3000,0000002418,2021,002,A,479395,58576.2,62265.97,USD,Clearing entry
3000,0000002418,2021,003,S,156036,108992.44,119187.05,USD,Tax posting
2000,0000002419,2024,001,D,382999,158739.46,153817.15,EUR,Line item desc
2000,0000002419,2024,002,K,949841,14083.91,12958.66,EUR,Revenue rec
2000,0000002419,2024,003,K,974397,140785.9,142322.18,EUR,Line item desc
2000,0000002419,2024,004,K,578467,138147.4,135307.76,EUR,Line item desc
3000,0000002420,2022,001,A,740069,116914.86,120406.22,EUR,Cost allocation
3000,0000002421,2021,001,K,494945,146774.56,148565.33,EUR,Tax posting
3000,0000002421,2021,002,K,264074,36161.78,32886.66,EUR,Cost allocation
3000,0000002421,2021,003,S,171055,13933.06,14783.78,EUR,Clearing entry
3000,0000002421,2021,004,S,324772,26201.23,24534.89,EUR,Revenue rec
2000,0000002422,2021,001,S,936109,894.95,883.42,COP,Clearing entry
2000,0000002422,2021,002,S,255263,140409.04,153027.45,COP,Tax posting
2000,0000002422,2021,003,A,281284,149030.18,156987.96,COP,Tax posting
3000,0000002423,2022,001,D,171606,160765.43,161563.03,EUR,Clearing entry
3000,0000002423,2022,002,K,555200,113902.04,123343.28,EUR,Revenue rec
3000,0000002424,2022,001,K,321012,77891.09,77001.78,COP,Revenue rec
3000,0000002424,2022,002,A,176860,146312.35,148558.68,COP,Line item desc
3000,0000002424,2022,003,A,309675,133415.42,127587.06,COP,Cost allocation
1000,0000002425,2022,001,K,204083,50886.97,48632.0,USD,Tax posting
2000,0000002426,2020,001,A,795790,172697.69,168567.32,USD,Revenue rec
1000,0000002427,2022,001,K,618641,165185.79,150560.41,COP,Clearing entry
1000,0000002427,2022,002,M,406163,162490.29,151861.64,COP,Line item desc
3000,0000002428,2022,001,D,412100,145455.89,145149.45,USD,Tax posting
3000,0000002428,2022,002,S,797805,133504.86,137990.07,USD,Cost allocation
1000,0000002429,2023,001,S,828994,166213.5,164388.35,USD,Line item desc
1000,0000002429,2023,002,S,151969,84261.43,89210.49,USD,Revenue rec
3000,0000002430,2024,001,S,222894,164495.65,156800.29,EUR,Revenue rec
3000,0000002430,2024,002,S,549760,157350.76,151300.49,EUR,Tax posting
3000,0000002430,2024,003,A,183360,43680.4,46422.1,EUR,Line item desc
3000,0000002431,2024,001,K,504397,27934.91,26299.87,USD,Revenue rec
3000,0000002432,2020,001,M,742184,71370.36,74402.64,COP,Clearing entry
3000,0000002432,2020,002,A,430768,54673.37,58988.59,COP,Tax posting
3000,0000002432,2020,003,S,497081,71229.9,73508.12,COP,Tax posting
3000,0000002432,2020,004,A,943484,75457.27,71768.52,COP,Clearing entry
2000,0000002433,2021,001,M,208201,43987.16,43045.84,USD,Clearing entry
3000,0000002434,2022,001,D,274096,181912.55,174699.95,USD,Cost allocation
3000,0000002434,2022,002,A,835732,32323.28,30744.95,USD,Revenue rec
3000,0000002434,2022,003,D,812605,39960.38,38231.65,USD,Revenue rec
1000,0000002435,2020,001,A,199703,24043.0,21702.16,USD,Revenue rec
1000,0000002435,2020,002,D,430708,114460.22,124632.11,USD,Line item desc
1000,0000002436,2024,001,M,205111,66903.61,70441.33,COP,Clearing entry
3000,0000002437,2021,001,K,900697,84522.56,81020.41,USD,Clearing entry
3000,0000002437,2021,002,M,798464,11509.7,10555.79,USD,Cost allocation
1000,0000002438,2023,001,D,749534,82577.0,81871.51,COP,Line item desc
1000,0000002438,2023,002,A,665086,7321.46,6906.53,COP,Revenue rec
1000,0000002438,2023,003,M,151840,18293.06,18285.52,COP,Line item desc
1000,0000002438,2023,004,M,448024,193710.68,176622.11,COP,Cost allocation
2000,0000002439,2022,001,S,217713,54513.59,51346.18,EUR,Tax posting
2000,0000002439,2022,002,K,231896,195424.2,204229.03,EUR,Clearing entry
2000,0000002439,2022,003,D,863420,178011.82,165525.12,EUR,Line item desc
3000,0000002440,2020,001,K,300491,117161.52,128656.37,COP,Line item desc
3000,0000002440,2020,002,K,477357,29023.86,28077.11,COP,Clearing entry
3000,0000002440,2020,003,M,986160,71389.33,77288.65,COP,Revenue rec
2000,0000002441,2023,001,K,737101,182606.42,189709.97,EUR,Line item desc
2000,0000002441,2023,002,S,438326,86703.34,93800.39,EUR,Cost allocation
3000,0000002442,2023,001,K,672399,162033.53,148625.59,USD,Tax posting
3000,0000002442,2023,002,D,236142,153439.11,154910.14,USD,Cost allocation
3000,0000002442,2023,003,S,310861,30272.84,30498.65,USD,Tax posting
3000,0000002442,2023,004,S,380510,14206.75,15557.36,USD,Clearing entry
1000,0000002443,2023,001,D,963206,93975.18,85904.53,EUR,Tax posting
3000,0000002444,2022,001,M,226517,14698.03,15799.51,COP,Line item desc
3000,0000002444,2022,002,S,528259,172883.71,174717.56,COP,Cost allocation
3000,0000002444,2022,003,K,617601,75908.52,71878.44,COP,Line item desc
1000,0000002445,2024,001,D,671537,24466.88,26094.84,USD,Revenue rec
1000,0000002445,2024,002,D,480133,70051.58,67610.47,USD,Clearing entry
1000,0000002446,2021,001,D,192281,185391.28,174224.51,USD,Line item desc
1000,0000002446,2021,002,D,942337,30405.92,32606.53,USD,Line item desc
1000,0000002446,2021,003,D,425382,194053.0,182327.29,USD,Tax posting
1000,0000002446,2021,004,A,234361,75945.82,80930.33,USD,Line item desc
2000,0000002447,2021,001,A,286997,184419.82,168864.72,COP,Cost allocation
2000,0000002447,2021,002,S,115169,118515.06,124750.41,COP,Line item desc
1000,0000002448,2020,001,S,539448,167924.17,175576.05,USD,Cost allocation
1000,0000002449,2022,001,M,388592,68674.77,69992.87,COP,Revenue rec
3000,0000002450,2020,001,S,330544,186804.03,191252.96,USD,Tax posting
3000,0000002450,2020,002,K,602826,181509.18,174111.93,USD,Line item desc
3000,0000002450,2020,003,D,487418,184288.49,174542.04,USD,Cost allocation
2000,0000002451,2023,001,S,166071,181705.16,195188.68,EUR,Revenue rec
2000,0000002451,2023,002,K,806359,22255.58,20044.33,EUR,Revenue rec
2000,0000002451,2023,003,M,248852,77335.06,74800.09,EUR,Revenue rec
2000,0000002451,2023,004,D,630857,52218.97,51443.93,EUR,Tax posting
3000,0000002452,2021,001,S,904554,28221.91,28341.46,COP,Clearing entry
1000,0000002453,2022,001,K,602573,184505.7,196019.15,COP,Line item desc
1000,0000002454,2023,001,D,693097,96273.36,91462.13,COP,Clearing entry
2000,0000002455,2022,001,D,505540,77303.92,76161.04,EUR,Tax posting
2000,0000002455,2022,002,D,893121,38795.49,39585.75,EUR,Tax posting
2000,0000002455,2022,003,M,515788,149735.93,142160.54,EUR,Clearing entry
3000,0000002456,2020,001,A,124230,66838.74,61731.41,USD,Line item desc
3000,0000002456,2020,002,S,306420,36357.52,38885.83,USD,Revenue rec
3000,0000002456,2020,003,D,748016,121598.85,114967.82,USD,Revenue rec
3000,0000002456,2020,004,A,278448,32278.74,32354.54,USD,Cost allocation
1000,0000002457,2024,001,A,485824,153702.23,161176.97,USD,Tax posting
1000,0000002458,2022,001,D,682235,58810.23,60665.36,USD,Revenue rec
2000,0000002459,2021,001,K,503281,92087.32,88046.18,EUR,Line item desc
2000,0000002459,2021,002,S,623830,41166.88,41352.29,EUR,Cost allocation
2000,0000002459,2021,003,M,932512,123598.88,115076.98,EUR,Revenue rec
1000,0000002460,2021,001,S,912219,46396.16,42168.66,EUR,Clearing entry
1000,0000002460,2021,002,D,894518,103432.23,105334.02,EUR,Clearing entry
1000,0000002461,2022,001,M,508292,133299.07,120675.91,EUR,Cost allocation
1000,0000002461,2022,002,D,669157,174441.37,181539.96,EUR,Cost allocation
3000,0000002462,2024,001,M,410033,119933.36,119219.93,USD,Clearing entry
3000,0000002463,2023,001,S,943769,55758.13,54195.75,USD,Line item desc
3000,0000002463,2023,002,K,780561,171996.67,176665.75,USD,Clearing entry
3000,0000002463,2023,003,A,478110,82307.25,83665.27,USD,Tax posting
3000,0000002463,2023,004,M,425656,119507.21,129692.33,USD,Line item desc
3000,0000002464,2024,001,A,409161,121242.58,116930.0,EUR,Revenue rec
3000,0000002464,2024,002,D,582980,103961.78,103867.56,EUR,Clearing entry
3000,0000002465,2024,001,K,754024,120876.57,126896.9,COP,Revenue rec
3000,0000002465,2024,002,D,518658,22175.33,21277.21,COP,Tax posting
3000,0000002465,2024,003,M,201151,94171.58,87002.55,COP,Clearing entry
3000,0000002466,2022,001,K,869528,172575.4,182012.31,COP,Revenue rec
3000,0000002466,2022,002,K,683628,89464.11,83681.95,COP,Cost allocation
3000,0000002466,2022,003,M,924004,17651.19,17217.0,COP,Tax posting
1000,0000002467,2022,001,M,240029,70608.65,73188.71,USD,Clearing entry
1000,0000002467,2022,002,S,868946,51722.65,48315.26,USD,Tax posting
1000,0000002468,2021,001,M,987258,127843.19,115803.81,USD,Revenue rec
2000,0000002469,2024,001,K,284294,122383.49,132817.15,EUR,Clearing entry
2000,0000002469,2024,002,K,269009,113105.26,104264.79,EUR,Tax posting
2000,0000002469,2024,003,S,950182,180532.4,178494.81,EUR,Revenue rec
2000,0000002470,2021,001,D,510555,150108.0,145361.41,USD,Clearing entry
2000,0000002470,2021,002,A,124745,43577.94,41861.51,USD,Line item desc
2000,0000002470,2021,003,D,575163,141838.88,149318.47,USD,Cost allocation
2000,0000002470,2021,004,A,924305,72586.56,72725.25,USD,Line item desc
3000,0000002471,2023,001,D,998714,1527.09,1674.9,USD,Clearing entry
3000,0000002471,2023,002,D,907976,24008.42,26059.88,USD,Tax posting
3000,0000002472,2021,001,A,764786,16638.47,15580.35,USD,Revenue rec
3000,0000002472,2021,002,S,132817,74896.55,72889.71,USD,Clearing entry
3000,0000002472,2021,003,D,344281,113301.01,120565.17,USD,Revenue rec
1000,0000002473,2024,001,M,798993,158028.78,161965.88,COP,Clearing entry
1000,0000002474,2021,001,S,264165,155109.76,165937.74,USD,Clearing entry
1000,0000002474,2021,002,A,606041,31214.22,33004.1,USD,Cost allocation
1000,0000002474,2021,003,M,931757,73026.99,73777.17,USD,Revenue rec
1000,0000002475,2023,001,S,242661,182656.14,170153.21,EUR,Line item desc
1000,0000002475,2023,002,M,860328,64314.28,69521.8,EUR,Cost allocation
1000,0000002475,2023,003,M,216009,168033.36,157474.62,EUR,Clearing entry
3000,0000002476,2022,001,D,783617,89614.09,87213.55,USD,Cost allocation
3000,0000002476,2022,002,A,882628,91217.03,86026.91,USD,Cost allocation
3000,0000002476,2022,003,K,561829,10279.69,9427.52,USD,Revenue rec
3000,0000002476,2022,004,S,969755,193268.42,192379.26,USD,Tax posting
2000,0000002477,2020,001,S,780662,26557.31,28312.2,EUR,Tax posting
2000,0000002477,2020,002,D,173995,170739.82,183565.93,EUR,Tax posting
3000,0000002478,2021,001,M,874943,54026.29,52691.17,USD,Tax posting
3000,0000002478,2021,002,A,153378,56568.81,53590.64,USD,Line item desc
3000,0000002478,2021,003,A,355162,42558.0,46437.46,USD,Clearing entry
3000,0000002478,2021,004,K,233666,85521.35,83571.11,USD,Clearing entry
2000,0000002479,2021,001,A,449775,165570.21,179973.23,EUR,Revenue rec
2000,0000002479,2021,002,K,449885,181577.83,171641.16,EUR,Line item desc
2000,0000002479,2021,003,M,526309,106309.15,102737.17,EUR,Revenue rec
2000,0000002479,2021,004,M,639217,36539.79,37553.46,EUR,Tax posting
2000,0000002480,2024,001,A,385899,89251.27,96152.8,COP,Line item desc
1000,0000002481,2020,001,S,194240,49218.83,44297.47,USD,Revenue rec
1000,0000002482,2020,001,A,129415,160856.05,171807.33,EUR,Revenue rec
1000,0000002482,2020,002,K,717476,17794.57,18108.68,EUR,Clearing entry
3000,0000002483,2021,001,K,986005,51637.14,56429.06,COP,Line item desc
3000,0000002483,2021,002,K,547994,120784.64,115164.52,COP,Revenue rec
3000,0000002483,2021,003,A,792069,10118.91,11119.79,COP,Cost allocation
3000,0000002483,2021,004,D,938667,136126.66,130351.72,COP,Tax posting
3000,0000002484,2020,001,S,756354,19438.08,18794.23,COP,Revenue rec
1000,0000002485,2022,001,A,687350,158227.16,167965.89,COP,Cost allocation
3000,0000002486,2023,001,M,166942,22753.82,20999.6,COP,Line item desc
3000,0000002487,2022,001,D,216651,118922.89,108804.09,USD,Tax posting
3000,0000002487,2022,002,S,766415,127544.75,132324.37,USD,Line item desc
2000,0000002488,2021,001,D,892321,160774.11,176208.02,COP,Cost allocation
2000,0000002488,2021,002,K,971936,52615.82,55927.07,COP,Clearing entry
2000,0000002488,2021,003,A,922842,84553.47,77365.73,COP,Cost allocation
3000,0000002489,2021,001,A,501749,171578.5,182140.45,COP,Line item desc
3000,0000002489,2021,002,M,164524,131472.46,128423.41,COP,Line item desc
3000,0000002489,2021,003,S,851726,85627.02,92068.77,COP,Tax posting
3000,0000002489,2021,004,S,200129,57988.43,53211.45,COP,Cost allocation
2000,0000002490,2023,001,S,123064,110356.36,117589.4,EUR,Line item desc
2000,0000002490,2023,002,S,142680,131900.73,130696.13,EUR,Line item desc
2000,0000002491,2020,001,M,692607,40468.14,43608.29,USD,Cost allocation
2000,0000002491,2020,002,K,576594,64289.4,60305.38,USD,Cost allocation
2000,0000002491,2020,003,A,214435,172847.87,167693.97,USD,Revenue rec
1000,0000002492,2023,001,K,169962,31059.84,29495.39,USD,Revenue rec
1000,0000002492,2023,002,M,963648,15830.53,17203.11,USD,Cost allocation
2000,0000002493,2023,001,M,239717,146415.67,157340.76,COP,Tax posting
2000,0000002493,2023,002,D,443873,74015.07,80619.91,COP,Cost allocation
2000,0000002493,2023,003,M,314592,94370.75,100968.06,COP,Clearing entry
2000,0000002493,2023,004,M,672705,82025.18,79135.5,COP,Line item desc
1000,0000002494,2020,001,M,381413,193855.85,187072.57,COP,Tax posting
1000,0000002494,2020,002,S,560404,102169.97,93008.16,COP,Clearing entry
1000,0000002494,2020,003,K,749602,170421.45,166154.24,COP,Clearing entry
1000,0000002494,2020,004,A,446449,133194.1,134930.83,COP,Cost allocation
2000,0000002495,2021,001,S,369244,118895.75,126474.55,COP,Clearing entry
2000,0000002495,2021,002,D,105189,51037.54,50658.79,COP,Clearing entry
3000,0000002496,2022,001,M,374969,65809.56,62524.97,COP,Line item desc
3000,0000002496,2022,002,D,948375,147044.02,154405.62,COP,Line item desc
3000,0000002496,2022,003,A,220081,96088.77,103361.75,COP,Revenue rec
3000,0000002497,2022,001,K,785349,164844.4,181291.55,COP,Cost allocation
3000,0000002497,2022,002,K,980312,111254.01,101798.8,COP,Line item desc
3000,0000002497,2022,003,A,528435,101555.84,108361.64,COP,Line item desc
3000,0000002497,2022,004,K,923228,6363.55,6872.72,COP,Clearing entry
2000,0000002498,2020,001,D,595740,139029.87,139809.43,USD,Line item desc
2000,0000002499,2022,001,A,103426,8837.08,8852.36,USD,Revenue rec
1000,0000002500,2023,001,S,367666,139610.27,134470.52,COP,Cost allocation
1000,0000002500,2023,002,D,466072,154947.42,152032.56,COP,Cost allocation
1000,0000002500,2023,003,K,690184,17923.07,18569.34,COP,Revenue rec
3000,0000002501,2021,001,K,107940,191635.34,194251.75,COP,Revenue rec
3000,0000002502,2024,001,M,770818,80432.07,87443.48,EUR,Line item desc
3000,0000002502,2024,002,S,192807,81349.52,78096.24,EUR,Tax posting
2000,0000002503,2021,001,K,991297,136102.78,122496.8,EUR,Clearing entry
2000,0000002503,2021,002,M,885046,199965.3,200808.05,EUR,Tax posting
1000,0000002504,2023,001,K,423277,59710.21,56604.82,EUR,Tax posting
1000,0000002504,2023,002,D,631704,33154.29,32283.72,EUR,Tax posting
1000,0000002504,2023,003,D,181980,157818.37,168567.45,EUR,Revenue rec
1000,0000002504,2023,004,S,401298,112759.85,113578.31,EUR,Line item desc
1000,0000002505,2024,001,A,310574,144234.14,133939.39,COP,Tax posting
2000,0000002506,2020,001,M,857344,118193.62,107338.18,EUR,Tax posting
2000,0000002507,2020,001,K,202140,90288.81,81428.83,USD,Cost allocation
2000,0000002507,2020,002,S,823884,163630.42,173796.62,USD,Tax posting
2000,0000002507,2020,003,S,999723,196751.86,212999.87,USD,Cost allocation
2000,0000002507,2020,004,M,428923,41724.04,38505.56,USD,Revenue rec
3000,0000002508,2021,001,M,387395,125172.2,113639.48,USD,Line item desc
3000,0000002509,2021,001,A,991865,52997.61,52711.23,COP,Cost allocation
3000,0000002509,2021,002,M,951997,117549.01,125379.73,COP,Clearing entry
3000,0000002509,2021,003,K,209157,107305.9,107837.83,COP,Clearing entry
3000,0000002509,2021,004,K,560568,28932.86,28225.63,COP,Line item desc
2000,0000002510,2021,001,M,481137,133240.17,143686.87,COP,Clearing entry
2000,0000002510,2021,002,A,907734,131673.25,119693.02,COP,Cost allocation
2000,0000002510,2021,003,A,591240,73740.7,72358.63,COP,Tax posting
2000,0000002511,2020,001,D,980867,143067.08,139440.11,EUR,Revenue rec
2000,0000002511,2020,002,A,131565,117534.56,126926.33,EUR,Tax posting
2000,0000002511,2020,003,D,674444,156970.01,161184.15,EUR,Cost allocation
2000,0000002511,2020,004,A,979903,190575.14,176360.75,EUR,Clearing entry
3000,0000002512,2021,001,K,263421,72186.14,66640.35,USD,Tax posting
3000,0000002513,2020,001,A,647837,120620.1,123771.5,EUR,Cost allocation
3000,0000002513,2020,002,S,277323,95542.73,95992.69,EUR,Line item desc
3000,0000002514,2024,001,M,440361,34068.0,35691.68,COP,Revenue rec
3000,0000002514,2024,002,K,761110,58154.66,59949.85,COP,Tax posting
3000,0000002514,2024,003,M,702261,199472.53,192762.75,COP,Clearing entry
2000,0000002515,2020,001,K,753779,196802.74,180158.26,EUR,Cost allocation
