VBELN,POSNR,MATNR,KWMENG,NETWR,WAERK,MEINS,WERKS,LGORT
0000001179,000010,MAT00000062,278.724,102603.88,USD,UN,0004,0009
0000001179,000020,MAT00000256,322.474,1204446.84,USD,UN,0003,0003
0000001179,000030,MAT00000077,131.842,6304.68,USD,L,0003,0005
0000001179,000040,MAT00000050,382.505,1330650.74,USD,KG,0004,0005
0000001179,000050,MAT00000192,828.454,3663622.42,USD,UN,0004,0007
0000001180,000010,MAT00000083,837.077,280764.0,USD,L,0003,0006
0000001180,000020,MAT00000144,510.261,346844.81,USD,KG,0002,0005
0000001180,000030,MAT00000220,483.14,1754957.74,USD,KG,0003,0007
0000001180,000040,MAT00000234,597.591,1678645.07,USD,KG,0004,0006
0000001181,000010,MAT00000257,516.584,2121791.29,USD,KG,0004,0003
0000001182,000010,MAT00000223,334.557,790410.99,USD,ST,0001,0009
0000001183,000010,MAT00000050,65.205,317267.97,USD,KG,0002,0003
0000001183,000020,MAT00000243,171.983,209387.58,USD,KG,0001,0008
0000001184,000010,MAT00000176,760.965,2682005.92,COP,KG,0001,0004
0000001184,000020,MAT00000145,555.044,1378307.46,COP,KG,0004,0007
0000001184,000030,MAT00000295,639.128,3055984.14,COP,M,0003,0002
0000001185,000010,MAT00000005,480.488,126704.69,EUR,M,0004,0004
0000001185,000020,MAT00000231,415.02,22261.67,EUR,ST,0002,0004
0000001185,000030,MAT00000201,894.899,2076765.26,EUR,KG,0001,0004
0000001185,000040,MAT00000160,42.138,175727.26,EUR,KG,0001,0003
0000001186,000010,MAT00000143,941.921,368903.36,USD,L,0004,0003
0000001186,000020,MAT00000113,534.075,1594235.24,USD,UN,0004,0009
0000001186,000030,MAT00000210,72.421,343897.64,USD,L,0002,0001
0000001186,000040,MAT00000212,945.232,3420917.49,USD,M,0002,0004
0000001187,000010,MAT00000061,557.365,1537457.91,USD,UN,0001,0007
0000001187,000020,MAT00000218,801.743,3868674.55,USD,M,0004,0005
0000001188,000010,MAT00000208,11.629,43201.27,EUR,UN,0002,0004
0000001188,000020,MAT00000078,151.663,230227.47,EUR,UN,0004,0003
0000001188,000030,MAT00000231,880.585,2518684.44,EUR,ST,0002,0005
0000001188,000040,MAT00000250,42.2,111483.54,EUR,L,0003,0003
0000001188,000050,MAT00000277,383.174,91601.58,EUR,ST,0001,0004
0000001189,000010,MAT00000128,291.077,360661.87,USD,KG,0002,0001
0000001189,000020,MAT00000165,747.465,1873251.94,USD,L,0002,0002
0000001189,000030,MAT00000064,59.514,241825.62,USD,KG,0002,0002
0000001190,000010,MAT00000121,681.451,1859843.33,USD,L,0001,0009
0000001191,000010,MAT00000035,608.826,1288403.67,USD,L,0001,0004
0000001191,000020,MAT00000099,748.97,3192057.71,USD,KG,0001,0003
0000001191,000030,MAT00000083,61.433,48655.55,USD,L,0004,0002
0000001191,000040,MAT00000023,48.45,39822.99,USD,ST,0002,0004
0000001192,000010,MAT00000065,398.193,1569780.34,USD,ST,0003,0004
0000001193,000010,MAT00000071,308.816,1057985.09,USD,KG,0003,0009
0000001193,000020,MAT00000187,396.727,1920567.31,USD,UN,0004,0005
0000001193,000030,MAT00000299,607.356,1433050.41,USD,UN,0004,0001
0000001193,000040,MAT00000224,432.12,687982.57,USD,M,0003,0005
0000001194,000010,MAT00000013,765.971,441130.36,EUR,UN,0002,0009
0000001194,000020,MAT00000065,91.839,190896.55,EUR,ST,0001,0002
0000001195,000010,MAT00000064,576.011,1475596.18,USD,KG,0001,0004
0000001195,000020,MAT00000151,168.598,555147.69,USD,M,0002,0002
0000001195,000030,MAT00000168,213.499,459812.8,USD,KG,0001,0009
0000001195,000040,MAT00000138,628.151,635123.48,USD,M,0002,0004
0000001195,000050,MAT00000057,808.752,3888778.85,USD,ST,0002,0001
0000001196,000010,MAT00000155,901.84,2107906.71,USD,M,0002,0006
0000001197,000010,MAT00000145,827.008,593287.27,USD,KG,0004,0005
0000001197,000020,MAT00000009,121.495,192281.63,USD,UN,0004,0002
0000001197,000030,MAT00000152,696.14,1253713.33,USD,UN,0002,0009
0000001198,000010,MAT00000178,861.724,1568053.31,EUR,L,0003,0001
0000001198,000020,MAT00000287,241.422,524508.61,EUR,ST,0001,0002
0000001199,000010,MAT00000179,102.907,135887.66,EUR,UN,0004,0007
0000001199,000020,MAT00000233,266.801,682874.49,EUR,UN,0004,0001
0000001199,000030,MAT00000208,858.696,3579396.99,EUR,UN,0003,0002
0000001200,000010,MAT00000186,601.068,2224666.87,EUR,KG,0001,0002
0000001200,000020,MAT00000261,936.613,1331404.75,EUR,ST,0002,0005
0000001200,000030,MAT00000077,66.664,246384.14,EUR,L,0004,0001
0000001201,000010,MAT00000278,956.023,1132122.44,EUR,M,0001,0006
0000001201,000020,MAT00000199,883.22,1001456.66,EUR,M,0004,0005
0000001202,000010,MAT00000135,620.881,2911633.87,EUR,M,0001,0003
0000001202,000020,MAT00000149,205.639,317993.98,EUR,UN,0001,0009
0000001202,000030,MAT00000223,259.648,814458.65,EUR,ST,0001,0007
0000001203,000010,MAT00000192,66.96,88237.21,USD,UN,0002,0003
0000001203,000020,MAT00000240,994.068,1543688.2,USD,UN,0003,0005
0000001204,000010,MAT00000085,165.232,700220.17,USD,M,0001,0009
0000001205,000010,MAT00000061,121.122,82211.56,EUR,UN,0001,0006
0000001206,000010,MAT00000017,4.142,12202.99,COP,KG,0001,0007
0000001206,000020,MAT00000178,760.638,2705277.5,COP,L,0003,0005
0000001207,000010,MAT00000271,199.73,277143.35,USD,M,0004,0009
0000001207,000020,MAT00000242,122.198,601716.39,USD,M,0004,0008
0000001207,000030,MAT00000204,467.629,1117876.48,USD,L,0001,0007
0000001207,000040,MAT00000231,515.495,1300454.7,USD,ST,0002,0008
0000001208,000010,MAT00000280,189.26,379356.53,COP,M,0001,0007
0000001208,000020,MAT00000270,505.669,2356751.28,COP,ST,0002,0003
0000001208,000030,MAT00000023,473.608,970735.37,COP,ST,0002,0008
0000001208,000040,MAT00000238,260.651,1292484.9,COP,M,0002,0001
0000001209,000010,MAT00000296,862.317,3902355.22,USD,UN,0002,0004
0000001209,000020,MAT00000213,742.438,1179050.94,USD,ST,0004,0009
0000001209,000030,MAT00000142,400.395,1070087.67,USD,KG,0001,0004
0000001209,000040,MAT00000134,32.271,101966.68,USD,M,0002,0003
0000001209,000050,MAT00000156,97.814,281572.27,USD,L,0001,0003
0000001210,000010,MAT00000040,233.212,507338.71,EUR,KG,0001,0001
0000001211,000010,MAT00000232,507.74,1315813.29,COP,M,0003,0001
0000001211,000020,MAT00000079,441.787,1461214.92,COP,UN,0001,0005
0000001211,000030,MAT00000007,541.67,423694.27,COP,UN,0003,0008
0000001212,000010,MAT00000185,800.681,2300020.23,EUR,M,0002,0006
0000001212,000020,MAT00000029,433.432,103494.89,EUR,KG,0004,0005
0000001212,000030,MAT00000207,848.027,2302528.99,EUR,L,0002,0007
0000001212,000040,MAT00000260,61.88,216460.57,EUR,M,0004,0005
0000001213,000010,MAT00000228,890.063,1158087.67,COP,UN,0003,0006
0000001214,000010,MAT00000290,204.724,257559.17,USD,UN,0001,0005
0000001214,000020,MAT00000118,217.607,508832.62,USD,M,0001,0006
0000001215,000010,MAT00000078,530.297,469678.75,USD,UN,0004,0005
0000001215,000020,MAT00000236,522.671,808295.02,USD,ST,0004,0007
0000001215,000030,MAT00000098,865.355,3821182.69,USD,L,0003,0003
0000001215,000040,MAT00000142,489.96,747002.82,USD,KG,0002,0009
0000001216,000010,MAT00000080,461.607,1332677.87,USD,UN,0002,0002
0000001216,000020,MAT00000001,111.972,127124.05,USD,ST,0002,0006
0000001216,000030,MAT00000157,185.238,826385.62,USD,ST,0003,0006
0000001216,000040,MAT00000078,404.574,1307162.41,USD,UN,0003,0007
0000001216,000050,MAT00000135,422.335,527014.95,USD,M,0004,0002
0000001217,000010,MAT00000053,64.282,195360.71,EUR,L,0002,0006
0000001217,000020,MAT00000286,551.291,2558701.41,EUR,KG,0004,0006
0000001218,000010,MAT00000277,90.163,133509.76,COP,ST,0001,0008
0000001218,000020,MAT00000038,48.034,124289.42,COP,UN,0003,0006
0000001218,000030,MAT00000133,60.383,237084.19,COP,ST,0004,0005
0000001218,000040,MAT00000097,864.553,4143698.78,COP,M,0004,0008
0000001218,000050,MAT00000036,558.591,1727766.65,COP,UN,0004,0004
0000001219,000010,MAT00000034,855.397,1712710.09,USD,KG,0004,0007
0000001219,000020,MAT00000095,156.808,391259.48,USD,UN,0001,0002
0000001219,000030,MAT00000204,829.972,1732458.65,USD,L,0002,0002
0000001220,000010,MAT00000226,638.981,348468.29,COP,M,0003,0004
0000001221,000010,MAT00000294,131.574,19215.07,EUR,KG,0004,0003
0000001221,000020,MAT00000079,417.571,1035283.78,EUR,UN,0004,0001
0000001222,000010,MAT00000013,122.159,422835.05,USD,UN,0001,0007
0000001222,000020,MAT00000127,806.512,1734670.2,USD,M,0001,0006
0000001222,000030,MAT00000090,765.595,2419923.3,USD,ST,0002,0009
0000001222,000040,MAT00000102,360.348,89333.87,USD,L,0001,0004
0000001222,000050,MAT00000257,171.208,760529.91,USD,KG,0004,0003
0000001223,000010,MAT00000053,61.189,36916.55,EUR,L,0002,0003
0000001223,000020,MAT00000049,888.148,3018974.92,EUR,L,0003,0006
0000001223,000030,MAT00000243,805.502,3841688.74,EUR,KG,0002,0008
0000001224,000010,MAT00000023,695.082,1641825.39,EUR,ST,0004,0002
0000001224,000020,MAT00000144,790.1,2870559.72,EUR,KG,0002,0003
0000001224,000030,MAT00000107,214.887,46465.02,EUR,UN,0001,0006
0000001224,000040,MAT00000031,706.873,1913547.62,EUR,UN,0004,0002
0000001224,000050,MAT00000006,118.869,589888.6,EUR,M,0003,0006
0000001225,000010,MAT00000051,580.923,2228345.11,USD,L,0003,0008
0000001225,000020,MAT00000030,714.993,772700.09,USD,M,0002,0002
0000001225,000030,MAT00000140,9.05,37860.31,USD,L,0003,0005
0000001225,000040,MAT00000216,14.42,54711.21,USD,L,0003,0002
0000001225,000050,MAT00000299,924.866,3420663.14,USD,UN,0002,0008
0000001226,000010,MAT00000172,161.479,292483.68,EUR,ST,0001,0003
0000001226,000020,MAT00000226,982.269,557594.82,EUR,M,0004,0008
0000001226,000030,MAT00000034,572.56,2336342.53,EUR,KG,0003,0006
0000001227,000010,MAT00000109,946.845,4635970.89,EUR,L,0002,0001
0000001228,000010,MAT00000111,216.855,835600.87,EUR,UN,0002,0004
0000001228,000020,MAT00000196,666.398,2554776.68,EUR,ST,0003,0005
0000001228,000030,MAT00000193,66.964,125036.52,EUR,UN,0004,0004
0000001228,000040,MAT00000255,727.213,613971.39,EUR,L,0004,0001
0000001229,000010,MAT00000167,250.341,1148639.61,COP,L,0003,0003
0000001229,000020,MAT00000273,781.255,1790066.14,COP,ST,0001,0009
0000001230,000010,MAT00000244,884.186,1299585.42,COP,L,0001,0003
0000001230,000020,MAT00000225,333.496,566356.25,COP,UN,0002,0007
0000001230,000030,MAT00000030,795.037,2423940.61,COP,M,0004,0002
0000001231,000010,MAT00000098,42.306,16674.91,USD,L,0004,0007
0000001231,000020,MAT00000185,32.599,143547.41,USD,M,0002,0009
0000001232,000010,MAT00000236,684.982,1568841.67,USD,ST,0001,0003
0000001233,000010,MAT00000074,851.317,2001190.87,USD,ST,0003,0003
0000001234,000010,MAT00000041,175.789,130876.67,COP,UN,0004,0004
0000001234,000020,MAT00000292,20.57,26204.12,COP,ST,0001,0004
0000001234,000030,MAT00000061,177.699,617646.18,COP,UN,0004,0002
0000001235,000010,MAT00000148,721.652,2632896.81,USD,KG,0004,0008
0000001235,000020,MAT00000047,815.962,1716359.75,USD,ST,0002,0006
0000001235,000030,MAT00000219,586.285,1191753.25,USD,L,0003,0005
0000001235,000040,MAT00000204,130.241,336894.39,USD,L,0003,0002
0000001236,000010,MAT00000049,953.123,806675.65,USD,L,0002,0008
0000001236,000020,MAT00000187,381.454,846274.77,USD,UN,0001,0006
0000001236,000030,MAT00000276,885.904,2960203.92,USD,UN,0001,0002
0000001237,000010,MAT00000101,632.157,2020373.77,EUR,KG,0004,0008
0000001237,000020,MAT00000258,696.174,964590.85,EUR,KG,0002,0004
0000001238,000010,MAT00000037,202.302,366979.87,USD,ST,0004,0009
0000001238,000020,MAT00000243,904.405,2198925.1,USD,KG,0003,0003
0000001238,000030,MAT00000239,600.728,1465824.38,USD,L,0001,0008
0000001239,000010,MAT00000164,475.336,303920.33,USD,L,0004,0004
0000001240,000010,MAT00000154,349.746,1150391.54,EUR,KG,0004,0002
0000001240,000020,MAT00000015,315.603,308637.64,EUR,L,0001,0001
0000001240,000030,MAT00000053,954.546,3433234.69,EUR,L,0001,0007
0000001241,000010,MAT00000160,75.372,126567.68,USD,KG,0003,0002
0000001241,000020,MAT00000066,200.56,290908.27,USD,ST,0002,0007
0000001242,000010,MAT00000084,540.854,458330.5,USD,M,0004,0006
0000001242,000020,MAT00000035,849.796,1824613.99,USD,L,0003,0001
0000001242,000030,MAT00000231,819.502,368997.17,USD,ST,0003,0001
0000001243,000010,MAT00000091,225.398,738437.66,EUR,ST,0003,0005
0000001243,000020,MAT00000085,545.121,895557.49,EUR,M,0002,0004
0000001243,000030,MAT00000010,836.471,3385783.67,EUR,UN,0003,0003
0000001243,000040,MAT00000017,498.381,2269532.38,EUR,KG,0001,0001
0000001244,000010,MAT00000063,928.194,719814.45,USD,L,0001,0007
0000001244,000020,MAT00000178,221.533,691809.9,USD,L,0002,0002
0000001245,000010,MAT00000169,619.024,2567662.03,COP,KG,0002,0009
0000001245,000020,MAT00000145,289.543,710946.78,COP,KG,0001,0006
0000001245,000030,MAT00000161,529.694,1753943.96,COP,KG,0002,0006
0000001246,000010,MAT00000222,462.549,48146.73,USD,ST,0003,0006
0000001247,000010,MAT00000043,380.069,1672391.02,EUR,M,0003,0009
0000001247,000020,MAT00000236,212.127,286723.58,EUR,ST,0002,0003
0000001247,000030,MAT00000152,603.888,2164539.91,EUR,UN,0002,0009
0000001247,000040,MAT00000266,867.91,2851492.27,EUR,L,0002,0006
0000001248,000010,MAT00000010,697.922,3019971.31,EUR,UN,0003,0007
0000001249,000010,MAT00000210,689.093,278779.46,EUR,L,0003,0006
0000001249,000020,MAT00000254,509.099,1474172.52,EUR,ST,0002,0003
0000001250,000010,MAT00000219,457.671,226570.03,COP,L,0001,0005
0000001251,000010,MAT00000214,712.823,1416179.71,EUR,KG,0002,0003
0000001252,000010,MAT00000164,893.558,847816.77,USD,L,0002,0002
0000001252,000020,MAT00000180,8.931,1945.08,USD,M,0004,0007
0000001253,000010,MAT00000052,163.252,209021.33,EUR,L,0004,0003
0000001253,000020,MAT00000271,350.041,1449481.28,EUR,M,0002,0008
0000001254,000010,MAT00000201,512.394,695431.38,EUR,KG,0004,0003
0000001254,000020,MAT00000184,84.448,79081.33,EUR,ST,0001,0003
0000001254,000030,MAT00000150,2.94,9643.23,EUR,ST,0001,0007
0000001255,000010,MAT00000146,880.123,3623510.4,COP,KG,0004,0002
0000001255,000020,MAT00000190,606.137,386078.96,COP,L,0001,0001
0000001256,000010,MAT00000201,412.138,111738.85,USD,KG,0002,0009
0000001256,000020,MAT00000241,580.938,72808.96,USD,L,0002,0002
0000001256,000030,MAT00000134,573.523,2522405.77,USD,M,0001,0008
0000001257,000010,MAT00000183,955.42,1856486.16,USD,KG,0003,0008
0000001257,000020,MAT00000015,126.334,53867.55,USD,L,0002,0009
0000001257,000030,MAT00000114,674.63,2101479.2,USD,L,0002,0002
0000001257,000040,MAT00000090,848.26,1437308.71,USD,ST,0003,0003
0000001258,000010,MAT00000278,662.7,235437.43,COP,M,0004,0008
0000001259,000010,MAT00000012,490.864,786221.78,USD,KG,0001,0009
0000001259,000020,MAT00000189,604.912,1799891.46,USD,L,0002,0006
0000001259,000030,MAT00000287,521.389,2362173.72,USD,ST,0002,0005
0000001260,000010,MAT00000056,435.341,1624853.69,USD,L,0001,0004
0000001260,000020,MAT00000138,39.561,66373.47,USD,M,0003,0008
0000001260,000030,MAT00000093,127.224,286288.35,USD,UN,0003,0003
0000001261,000010,MAT00000201,444.903,1785489.17,USD,KG,0001,0006
0000001261,000020,MAT00000164,882.818,164698.53,USD,L,0003,0002
0000001262,000010,MAT00000233,976.116,3727484.41,EUR,UN,0003,0008
0000001262,000020,MAT00000215,991.54,75505.77,EUR,M,0001,0002
0000001262,000030,MAT00000005,968.076,4509152.8,EUR,M,0003,0003
0000001262,000040,MAT00000279,69.582,255862.06,EUR,M,0003,0007
0000001262,000050,MAT00000162,601.812,22832.75,EUR,M,0002,0002
0000001263,000010,MAT00000037,276.525,328525.53,COP,ST,0004,0001
0000001263,000020,MAT00000296,992.399,4710759.27,COP,UN,0003,0007
0000001263,000030,MAT00000189,147.761,233156.51,COP,L,0004,0004
0000001263,000040,MAT00000041,494.579,290451.41,COP,UN,0004,0008
0000001264,000010,MAT00000046,750.129,1949847.82,COP,L,0002,0002
0000001264,000020,MAT00000172,460.756,1164777.35,COP,ST,0003,0003
0000001264,000030,MAT00000214,60.006,119038.7,COP,KG,0003,0001
0000001265,000010,MAT00000115,790.519,2425549.45,EUR,M,0001,0008
0000001266,000010,MAT00000147,260.566,583402.06,USD,UN,0003,0007
0000001266,000020,MAT00000042,305.292,752538.67,USD,M,0004,0009
0000001266,000030,MAT00000046,659.568,2796264.92,USD,L,0001,0003
0000001266,000040,MAT00000128,248.707,1153505.55,USD,KG,0003,0003
0000001266,000050,MAT00000041,483.278,1872494.44,USD,UN,0003,0009
0000001267,000010,MAT00000079,140.268,327654.83,COP,UN,0004,0008
0000001267,000020,MAT00000147,760.708,2515189.72,COP,UN,0001,0003
0000001268,000010,MAT00000253,741.893,3061606.94,COP,ST,0004,0006
0000001268,000020,MAT00000287,22.464,77171.7,COP,ST,0004,0005
0000001268,000030,MAT00000284,410.115,1063785.0,COP,L,0004,0009
0000001269,000010,MAT00000097,601.829,1628765.93,EUR,M,0001,0007
0000001269,000020,MAT00000238,965.174,4024264.04,EUR,M,0002,0005
0000001269,000030,MAT00000277,117.153,246462.97,EUR,ST,0003,0003
0000001270,000010,MAT00000075,240.092,920980.91,USD,L,0002,0003
0000001270,000020,MAT00000097,991.541,2019778.93,USD,M,0001,0008
0000001270,000030,MAT00000184,664.944,1204087.24,USD,ST,0004,0001
0000001270,000040,MAT00000202,803.78,2048127.89,USD,ST,0001,0007
0000001270,000050,MAT00000039,446.412,460661.47,USD,KG,0001,0002
0000001271,000010,MAT00000264,667.36,657936.88,COP,L,0002,0005
0000001271,000020,MAT00000267,713.673,2317988.49,COP,UN,0002,0007
0000001271,000030,MAT00000283,522.444,2612199.1,COP,ST,0001,0003
0000001271,000040,MAT00000261,505.652,1688543.95,COP,ST,0002,0003
0000001271,000050,MAT00000007,269.646,1180227.06,COP,UN,0001,0009
0000001272,000010,MAT00000154,306.446,443197.53,USD,KG,0004,0009
0000001272,000020,MAT00000217,553.792,2671121.57,USD,KG,0002,0003
0000001273,000010,MAT00000252,121.384,117848.08,USD,KG,0003,0009
0000001273,000020,MAT00000284,103.254,375497.63,USD,L,0003,0005
0000001273,000030,MAT00000090,898.692,965024.46,USD,ST,0002,0003
0000001273,000040,MAT00000111,533.18,542515.98,USD,UN,0004,0001
0000001274,000010,MAT00000100,415.5,47425.17,COP,KG,0002,0007
0000001275,000010,MAT00000169,38.253,90043.35,USD,KG,0003,0002
0000001276,000010,MAT00000257,274.203,1055999.63,COP,KG,0002,0002
0000001276,000020,MAT00000129,880.489,3816699.69,COP,UN,0002,0006
0000001276,000030,MAT00000256,780.122,217466.81,COP,UN,0003,0007
0000001276,000040,MAT00000125,174.707,23335.61,COP,ST,0004,0005
0000001277,000010,MAT00000074,781.033,2685878.76,EUR,ST,0001,0005
0000001277,000020,MAT00000252,591.354,152983.28,EUR,KG,0001,0006
0000001277,000030,MAT00000261,760.184,2293034.22,EUR,ST,0002,0003
0000001278,000010,MAT00000087,990.346,3687384.97,COP,ST,0004,0002
0000001279,000010,MAT00000087,305.139,236336.26,EUR,ST,0002,0003
0000001279,000020,MAT00000125,369.517,1533643.36,EUR,ST,0002,0008
0000001279,000030,MAT00000294,67.149,129760.74,EUR,KG,0001,0006
0000001279,000040,MAT00000109,191.449,709217.08,EUR,L,0003,0006
0000001280,000010,MAT00000120,673.221,614448.81,COP,UN,0003,0001
0000001280,000020,MAT00000299,134.833,390224.23,COP,UN,0001,0002
0000001280,000030,MAT00000001,702.562,1173945.97,COP,ST,0004,0008
0000001280,000040,MAT00000275,560.128,1216217.13,COP,KG,0003,0003
0000001281,000010,MAT00000046,507.871,1771819.72,COP,L,0002,0005
0000001281,000020,MAT00000082,820.793,3294146.0,COP,KG,0002,0008
0000001281,000030,MAT00000253,768.676,962628.33,COP,ST,0003,0002
0000001281,000040,MAT00000244,856.191,3056482.0,COP,L,0004,0008
0000001281,000050,MAT00000236,351.255,647805.55,COP,ST,0004,0001
0000001282,000010,MAT00000270,666.396,3025997.61,EUR,ST,0001,0006
0000001282,000020,MAT00000218,191.953,869309.07,EUR,M,0002,0008
0000001282,000030,MAT00000125,671.954,229317.74,EUR,ST,0004,0007
0000001283,000010,MAT00000199,635.176,1891496.96,EUR,M,0004,0003
0000001283,000020,MAT00000193,777.616,3314292.71,EUR,UN,0001,0001
0000001284,000010,MAT00000257,125.374,203934.6,USD,KG,0003,0005
0000001284,000020,MAT00000147,658.445,926741.58,USD,UN,0003,0006
0000001284,000030,MAT00000074,912.933,2860657.3,USD,ST,0002,0008
0000001284,000040,MAT00000220,890.818,4399874.82,USD,KG,0004,0009
0000001285,000010,MAT00000055,560.412,1391771.99,USD,M,0002,0006
0000001285,000020,MAT00000056,393.292,1730708.98,USD,L,0004,0006
0000001286,000010,MAT00000155,808.469,1021549.09,COP,M,0001,0003
0000001286,000020,MAT00000107,12.052,7176.72,COP,UN,0002,0003
0000001287,000010,MAT00000007,501.964,1458933.27,COP,UN,0002,0001
0000001287,000020,MAT00000024,447.202,648872.21,COP,ST,0003,0005
0000001287,000030,MAT00000234,918.388,458238.88,COP,KG,0004,0001
0000001287,000040,MAT00000132,320.41,1505564.94,COP,KG,0003,0003
0000001288,000010,MAT00000130,858.439,239744.84,COP,ST,0004,0001
0000001288,000020,MAT00000106,8.52,22477.12,COP,M,0002,0002
0000001288,000030,MAT00000099,204.841,487009.48,COP,KG,0003,0008
0000001289,000010,MAT00000287,760.09,3766306.76,COP,ST,0001,0009
0000001289,000020,MAT00000285,473.178,1716978.42,COP,KG,0003,0008
0000001289,000030,MAT00000137,821.492,716447.82,COP,L,0004,0002
0000001290,000010,MAT00000092,624.827,1644794.59,USD,UN,0003,0002
0000001290,000020,MAT00000185,477.353,1734085.02,USD,M,0002,0005
0000001291,000010,MAT00000157,90.122,21317.46,EUR,ST,0003,0009
0000001291,000020,MAT00000272,543.258,1457588.38,EUR,UN,0004,0003
0000001292,000010,MAT00000288,18.572,37847.32,COP,L,0003,0007
0000001292,000020,MAT00000209,488.187,998005.57,COP,L,0003,0001
0000001292,000030,MAT00000292,220.008,18357.47,COP,ST,0002,0007
0000001293,000010,MAT00000008,748.961,3737749.79,USD,M,0002,0005
0000001293,000020,MAT00000156,60.089,274508.78,USD,L,0002,0003
0000001293,000030,MAT00000182,70.386,128622.67,USD,L,0001,0003
0000001293,000040,MAT00000030,600.858,2021208.2,USD,M,0003,0003
0000001294,000010,MAT00000122,114.307,262344.85,USD,L,0001,0005
0000001294,000020,MAT00000057,131.885,296898.19,USD,ST,0001,0008
0000001294,000030,MAT00000083,513.716,93563.1,USD,L,0001,0007
0000001295,000010,MAT00000002,248.208,989290.07,COP,KG,0004,0004
0000001295,000020,MAT00000026,982.199,1185465.08,COP,L,0003,0004
0000001296,000010,MAT00000077,568.118,126582.37,COP,L,0002,0005
0000001296,000020,MAT00000278,117.301,386858.7,COP,M,0002,0008
0000001296,000030,MAT00000217,253.796,1040880.84,COP,KG,0002,0001
0000001296,000040,MAT00000174,109.76,182617.59,COP,KG,0003,0004
0000001297,000010,MAT00000033,878.523,1400260.24,USD,M,0001,0005
0000001297,000020,MAT00000148,408.796,1123727.06,USD,KG,0001,0004
0000001298,000010,MAT00000053,9.443,38731.88,USD,L,0002,0001
0000001299,000010,MAT00000215,541.942,1811728.36,COP,M,0001,0004
0000001299,000020,MAT00000210,204.414,964128.85,COP,L,0001,0004
0000001299,000030,MAT00000211,782.02,359080.12,COP,UN,0002,0003
0000001299,000040,MAT00000118,998.231,2882861.18,COP,M,0004,0007
0000001299,000050,MAT00000080,573.605,1638244.56,COP,UN,0004,0005
0000001300,000010,MAT00000273,21.214,85561.37,EUR,ST,0001,0009
0000001301,000010,MAT00000091,372.482,589538.44,USD,ST,0004,0009
0000001301,000020,MAT00000151,460.21,2269875.37,USD,M,0001,0008
0000001301,000030,MAT00000084,464.681,1654663.99,USD,M,0001,0003
0000001302,000010,MAT00000085,253.188,988696.61,COP,M,0004,0006
0000001302,000020,MAT00000194,144.958,111971.36,COP,UN,0003,0007
0000001302,000030,MAT00000243,829.628,1273727.87,COP,KG,0001,0005
0000001302,000040,MAT00000080,861.155,2058289.62,COP,UN,0003,0009
0000001303,000010,MAT00000053,872.487,3322875.46,EUR,L,0001,0006
0000001303,000020,MAT00000246,441.54,46308.72,EUR,KG,0003,0009
0000001303,000030,MAT00000085,268.891,301539.75,EUR,M,0003,0006
0000001303,000040,MAT00000258,952.136,393460.68,EUR,KG,0004,0004
0000001304,000010,MAT00000067,374.293,378402.74,COP,L,0003,0008
0000001304,000020,MAT00000189,112.755,269609.61,COP,L,0004,0003
0000001304,000030,MAT00000203,612.496,405662.23,COP,KG,0003,0003
0000001304,000040,MAT00000014,594.699,431144.88,COP,L,0001,0004
0000001304,000050,MAT00000220,56.585,134971.63,COP,KG,0004,0003
0000001305,000010,MAT00000026,132.339,328371.44,COP,L,0002,0006
0000001305,000020,MAT00000101,262.811,1188084.43,COP,KG,0002,0003
0000001305,000030,MAT00000013,259.947,1198797.58,COP,UN,0002,0005
0000001305,000040,MAT00000143,373.344,281777.65,COP,L,0002,0007
0000001306,000010,MAT00000260,411.637,1205441.91,COP,M,0004,0003
0000001307,000010,MAT00000067,344.796,976272.63,EUR,L,0003,0009
0000001307,000020,MAT00000195,4.589,11492.23,EUR,KG,0003,0006
0000001307,000030,MAT00000223,151.232,556778.76,EUR,ST,0004,0002
0000001307,000040,MAT00000152,424.928,561223.66,EUR,UN,0001,0009
0000001308,000010,MAT00000012,314.241,536120.29,USD,KG,0002,0009
0000001308,000020,MAT00000062,276.846,221565.39,USD,UN,0003,0002
0000001308,000030,MAT00000246,568.052,1417806.67,USD,KG,0001,0002
0000001308,000040,MAT00000282,397.925,856843.94,USD,L,0001,0008
0000001308,000050,MAT00000204,409.79,1164061.77,USD,L,0002,0007
0000001309,000010,MAT00000236,731.259,741021.31,EUR,ST,0004,0002
0000001310,000010,MAT00000183,541.51,1925939.88,COP,KG,0001,0009
0000001310,000020,MAT00000237,232.992,939530.92,COP,KG,0001,0005
0000001310,000030,MAT00000165,895.627,1874663.74,COP,L,0001,0007
0000001311,000010,MAT00000239,781.752,1042458.47,USD,L,0001,0004
0000001312,000010,MAT00000291,816.87,2116820.58,EUR,KG,0003,0005
0000001312,000020,MAT00000254,38.145,5241.89,EUR,ST,0003,0005
0000001312,000030,MAT00000287,791.262,700543.81,EUR,ST,0002,0006
0000001312,000040,MAT00000145,685.951,1994347.66,EUR,KG,0004,0006
0000001313,000010,MAT00000298,823.302,1538800.84,USD,ST,0003,0007
0000001313,000020,MAT00000043,175.001,559247.2,USD,M,0003,0006
0000001313,000030,MAT00000175,660.88,2811423.17,USD,ST,0002,0002
0000001313,000040,MAT00000155,399.349,1282976.55,USD,M,0002,0009
