VBELN,ERDAT,KUNNR,VKORG,VTWEG,SPART,NETWR,WAERK,AUART
0000001273,20210202,0000000115,2000,20,05,933863.06,USD,CR
0000001274,20221102,0000000264,2000,30,02,481491.38,COP,RE
0000001275,20220915,0000000023,2000,10,03,433352.59,USD,CR
0000001276,20230412,0000000265,2000,30,04,131771.56,COP,RE
0000001277,20240912,0000000339,2000,10,04,483945.34,EUR,OR
0000001278,20210417,0000000199,1000,30,02,996631.06,COP,OR
0000001279,20241210,0000000109,1000,30,05,819144.17,EUR,CR
0000001280,20201010,0000000467,2000,30,04,780645.44,COP,OR
0000001281,20230212,0000000254,2000,30,05,764285.6,COP,OR
0000001282,20210512,0000000395,1000,10,01,987131.73,EUR,CR
0000001283,20241128,0000000291,1000,10,02,62593.29,EUR,RE
0000001284,20240105,0000000178,1000,10,03,105668.98,USD,CR
0000001285,20231125,0000000152,2000,30,03,629266.94,USD,ZOR
0000001286,20240228,0000000309,2000,20,01,304200.93,COP,RE
0000001287,20200705,0000000338,2000,10,04,168987.36,COP,RE
0000001288,20210515,0000000296,2000,20,04,146011.53,COP,ZOR
0000001289,20210408,0000000117,1000,20,01,283939.96,COP,RE
0000001290,20230809,0000000163,2000,20,05,737189.82,USD,CR
0000001291,20200605,0000000332,1000,20,02,591322.92,EUR,CR
0000001292,20210406,0000000359,1000,10,02,257111.94,COP,CR
0000001293,20200124,0000000156,2000,10,05,51104.31,USD,ZOR
0000001294,20230522,0000000175,1000,10,03,139894.63,USD,RE
0000001295,20230807,0000000498,1000,20,02,366895.34,COP,RE
0000001296,20221016,0000000409,1000,10,02,411177.2,COP,RE
0000001297,20230514,0000000116,2000,30,03,462671.42,USD,CR
0000001298,20240330,0000000211,1000,20,05,549335.38,USD,ZOR
0000001299,20210619,0000000209,1000,20,01,478688.23,COP,OR
0000001300,20221004,0000000448,1000,20,04,108431.92,EUR,RE
0000001301,20220308,0000000124,1000,20,05,948245.53,USD,CR
0000001302,20230811,0000000044,1000,10,02,114846.69,COP,CR
0000001303,20210605,0000000214,2000,30,02,323015.6,EUR,CR
0000001304,20200611,0000000069,1000,20,04,713276.7,COP,OR
0000001305,20220315,0000000105,1000,30,02,38347.32,COP,CR
0000001306,20230901,0000000178,1000,10,05,229782.28,COP,ZOR
0000001307,20230326,0000000410,2000,20,02,303081.88,EUR,ZOR
0000001308,20230207,0000000214,2000,20,05,648948.68,USD,ZOR
0000001309,20220613,0000000348,1000,20,05,42690.02,EUR,OR
0000001310,20200509,0000000088,1000,10,01,554773.17,COP,CR
0000001311,20210321,0000000373,2000,10,04,338568.01,USD,RE
0000001312,20220404,0000000301,2000,20,03,180376.24,EUR,RE
0000001313,20230208,0000000425,1000,10,04,652414.62,USD,ZOR
0000001314,20230811,0000000156,2000,20,03,796032.05,USD,CR
0000001315,20200309,0000000058,2000,10,05,845314.61,EUR,RE
0000001316,20241226,0000000279,2000,30,01,405718.08,USD,RE
0000001317,20230426,0000000033,2000,20,01,381369.63,USD,ZOR
0000001318,20211210,0000000093,2000,20,02,643139.24,USD,RE
0000001319,20200125,0000000111,1000,30,02,504193.04,COP,RE
0000001320,20210705,0000000418,1000,10,05,831680.22,USD,RE
0000001321,20201116,0000000084,1000,30,03,197860.49,COP,OR
0000001322,20231011,0000000481,1000,20,03,884216.29,EUR,CR
0000001323,20210812,0000000435,2000,10,03,792871.18,EUR,ZOR
0000001324,20200909,0000000029,2000,30,03,569551.12,COP,OR
0000001325,20240214,0000000330,2000,20,02,695748.82,USD,CR
0000001326,20230708,0000000084,1000,20,04,409515.09,USD,CR
0000001327,20240803,0000000152,1000,10,03,109308.16,USD,CR
0000001328,20210610,0000000095,2000,30,01,892231.87,EUR,CR
0000001329,20240223,0000000081,1000,30,05,922585.22,EUR,RE
0000001330,20221125,0000000234,1000,20,04,409556.94,USD,OR
0000001331,20210627,0000000265,2000,10,01,246472.14,USD,CR
0000001332,20240801,0000000353,2000,10,01,253593.4,COP,ZOR
0000001333,20200416,0000000320,2000,10,04,348319.58,EUR,CR
0000001334,20220820,0000000103,2000,10,05,793935.36,USD,CR
0000001335,20220227,0000000037,1000,30,05,269758.27,COP,RE
0000001336,20200917,0000000189,1000,30,02,420239.42,COP,CR
0000001337,20230518,0000000012,2000,20,03,971063.96,USD,CR
0000001338,20210211,0000000481,2000,30,03,784300.14,USD,CR
0000001339,20240723,0000000124,2000,10,05,668492.38,COP,RE
0000001340,20220823,0000000159,2000,10,01,968207.2,USD,RE
0000001341,20201111,0000000251,1000,20,05,649523.89,USD,RE
0000001342,20201112,0000000272,1000,10,01,892320.99,EUR,CR
0000001343,20230406,0000000412,2000,20,04,629616.55,EUR,ZOR
0000001344,20211018,0000000210,1000,10,04,889404.53,USD,OR
0000001345,20211130,0000000409,2000,30,04,468421.94,USD,CR
0000001346,20240928,0000000288,1000,10,01,170573.06,COP,ZOR
0000001347,20210504,0000000239,1000,20,03,987156.29,COP,RE
0000001348,20211002,0000000288,2000,20,05,578691.99,USD,OR
0000001349,20210519,0000000136,1000,10,01,121028.12,EUR,ZOR
0000001350,20220331,0000000147,1000,20,05,789963.34,USD,CR
0000001351,20240226,0000000296,2000,20,04,659981.67,USD,RE
0000001352,20240724,0000000305,1000,30,01,872210.71,COP,OR
0000001353,20200729,0000000287,1000,20,02,377704.75,EUR,OR
0000001354,20200804,0000000312,1000,30,04,720127.58,USD,CR
0000001355,20200618,0000000404,1000,30,04,394806.92,EUR,RE
0000001356,20220706,0000000309,1000,30,01,128093.81,COP,OR
0000001357,20220807,0000000492,1000,30,04,524547.19,USD,OR
0000001358,20220824,0000000387,2000,30,01,638102.02,COP,ZOR
0000001359,20210928,0000000177,1000,10,05,849209.98,USD,ZOR
0000001360,20241227,0000000378,2000,30,04,93402.41,COP,OR
0000001361,20220911,0000000480,1000,10,05,678672.88,COP,ZOR
0000001362,20200217,0000000362,2000,10,03,348089.25,COP,CR
0000001363,20221118,0000000132,2000,30,01,143774.13,EUR,ZOR
0000001364,20200106,0000000190,1000,30,05,698242.79,COP,RE
0000001365,20240402,0000000315,2000,30,04,545826.76,EUR,RE
0000001366,20200811,0000000178,2000,20,05,443823.79,EUR,ZOR
0000001367,20221102,0000000223,2000,20,04,126001.47,EUR,CR
0000001368,20220710,0000000085,1000,10,03,975327.35,EUR,ZOR
0000001369,20231119,0000000240,1000,20,04,85035.09,EUR,OR
0000001370,20200503,0000000106,2000,30,04,258758.42,COP,RE
0000001371,20220716,0000000139,2000,10,04,563745.19,COP,CR
0000001372,20221121,0000000129,2000,30,04,754629.4,EUR,OR
0000001373,20210706,0000000200,2000,10,04,534087.37,USD,ZOR
0000001374,20241113,0000000482,1000,10,02,485120.26,EUR,CR
0000001375,20210313,0000000041,2000,10,05,86674.68,EUR,ZOR
0000001376,20210724,0000000429,1000,20,01,740360.03,COP,ZOR
0000001377,20231226,0000000167,1000,30,04,212206.06,EUR,RE
0000001378,20211128,0000000044,1000,30,03,696993.78,EUR,ZOR
0000001379,20210131,0000000390,1000,30,05,516967.34,COP,CR
0000001380,20230626,0000000424,1000,10,03,607403.02,EUR,CR
0000001381,20201020,0000000414,2000,30,02,289473.85,COP,CR
0000001382,20220821,0000000442,2000,10,04,936407.69,COP,OR
0000001383,20210427,0000000304,1000,10,05,626401.95,EUR,CR
0000001384,20230607,0000000200,2000,30,05,606196.14,COP,RE
0000001385,20210206,0000000424,2000,10,03,693658.8,EUR,OR
0000001386,20220608,0000000380,2000,20,02,203122.29,EUR,RE
0000001387,20240617,0000000410,2000,10,04,100997.58,EUR,CR
0000001388,20210125,0000000104,2000,30,04,949853.6,COP,ZOR
0000001389,20221226,0000000171,1000,20,04,77557.98,USD,OR
0000001390,20211218,0000000496,1000,10,04,450017.78,COP,ZOR
0000001391,20221118,0000000239,1000,20,02,292443.3,EUR,CR
0000001392,20240802,0000000472,2000,30,02,568293.86,EUR,CR
0000001393,20210816,0000000061,1000,20,02,122620.73,EUR,OR
0000001394,20210122,0000000349,2000,20,05,168256.48,EUR,CR
0000001395,20241126,0000000263,1000,20,01,897725.48,COP,RE
0000001396,20220930,0000000062,1000,10,01,961499.16,EUR,OR
0000001397,20230819,0000000424,1000,10,01,81347.36,EUR,CR
0000001398,20230527,0000000240,2000,20,03,173300.09,EUR,CR
0000001399,20230928,0000000309,2000,20,02,655024.44,USD,OR
0000001400,20221107,0000000091,1000,20,04,402611.7,USD,OR
0000001401,20200630,0000000115,1000,20,04,484215.76,COP,OR
0000001402,20231120,0000000250,2000,30,05,250882.37,COP,OR
0000001403,20230224,0000000099,2000,30,03,834937.14,USD,RE
0000001404,20231207,0000000429,1000,20,02,632263.22,USD,RE
0000001405,20230130,0000000425,1000,20,04,94490.81,EUR,CR
0000001406,20240904,0000000357,1000,10,05,740100.4,COP,CR
0000001407,20221031,0000000482,1000,30,02,311625.88,USD,ZOR
0000001408,20230417,0000000138,2000,10,01,889530.43,EUR,RE
0000001409,20220209,0000000122,1000,30,03,148183.3,EUR,RE
0000001410,20230819,0000000489,1000,10,02,657446.59,COP,OR
0000001411,20240905,0000000109,1000,20,01,785517.44,USD,ZOR
0000001412,20230506,0000000275,2000,10,01,227734.36,COP,OR
0000001413,20231005,0000000172,2000,30,05,4139.27,USD,OR
0000001414,20230903,0000000403,2000,30,05,237094.71,USD,RE
0000001415,20220202,0000000322,2000,20,01,80568.2,EUR,CR
0000001416,20201205,0000000242,2000,10,05,733750.2,EUR,CR
0000001417,20210620,0000000371,2000,30,04,212697.32,USD,RE
0000001418,20200904,0000000129,1000,30,04,281876.59,COP,ZOR
0000001419,20230218,0000000456,1000,10,01,657840.73,EUR,ZOR
0000001420,20241208,0000000025,1000,30,01,28287.88,EUR,CR
0000001421,20230830,0000000469,1000,20,04,607612.06,COP,ZOR
0000001422,20211116,0000000049,1000,30,02,184992.82,EUR,OR
0000001423,20200801,0000000091,2000,10,05,348220.98,COP,ZOR
0000001424,20240415,0000000067,1000,10,03,971929.98,EUR,OR
0000001425,20210518,0000000266,1000,30,03,319087.55,EUR,CR
0000001426,20230224,0000000417,2000,20,05,387661.79,COP,ZOR
0000001427,20201122,0000000481,1000,20,05,519667.53,EUR,CR
0000001428,20200104,0000000030,1000,10,01,280410.65,USD,OR
0000001429,20220105,0000000497,1000,30,03,867598.27,COP,RE
0000001430,20200422,0000000234,2000,20,02,697690.42,EUR,OR
0000001431,20240225,0000000104,2000,20,01,719652.68,EUR,ZOR
0000001432,20220508,0000000164,1000,30,02,599056.12,EUR,ZOR
0000001433,20220407,0000000427,2000,10,03,133940.27,COP,ZOR
0000001434,20230904,0000000078,2000,20,01,727969.66,COP,CR
0000001435,20230804,0000000395,2000,20,03,134721.64,EUR,RE
0000001436,20210907,0000000463,2000,20,04,85186.83,COP,OR
0000001437,20240818,0000000154,2000,30,02,166017.98,EUR,OR
0000001438,20231105,0000000072,2000,30,05,777189.76,USD,CR
0000001439,20200715,0000000349,1000,30,02,872112.96,COP,CR
0000001440,20230923,0000000192,1000,30,04,929699.61,COP,OR
0000001441,20240411,0000000359,1000,10,02,216555.11,USD,OR
0000001442,20221026,0000000422,1000,20,05,48055.84,COP,OR
0000001443,20240117,0000000380,2000,30,05,464720.96,USD,RE
0000001444,20240402,0000000138,1000,30,02,840646.91,COP,RE
0000001445,20210519,0000000273,2000,10,05,953554.38,EUR,OR
0000001446,20210505,0000000425,2000,30,01,81488.33,EUR,OR
0000001447,20220831,0000000381,1000,10,03,629873.39,EUR,RE
0000001448,20201204,0000000268,2000,30,02,220255.18,USD,CR
0000001449,20240630,0000000118,1000,10,01,75375.79,EUR,RE
0000001450,20220912,0000000017,1000,10,04,869247.59,EUR,OR
0000001451,20230310,0000000196,1000,30,01,713486.96,EUR,ZOR
0000001452,20231026,0000000343,1000,30,01,458378.76,USD,OR
0000001453,20210425,0000000252,2000,20,04,461587.4,COP,OR
0000001454,20230827,0000000446,1000,10,04,498080.58,USD,OR
0000001455,20200309,0000000079,1000,10,01,832574.57,USD,OR
0000001456,20201214,0000000380,2000,20,02,587466.51,EUR,RE
0000001457,20221117,0000000126,1000,30,04,297523.76,USD,RE
0000001458,20200912,0000000065,2000,20,02,28393.19,EUR,CR
0000001459,20221101,0000000330,1000,10,05,151988.8,COP,ZOR
0000001460,20220910,0000000242,2000,10,04,742943.08,EUR,OR
0000001461,20210306,0000000163,2000,20,05,87281.7,EUR,RE
0000001462,20240817,0000000336,2000,20,05,319878.64,USD,ZOR
0000001463,20220220,0000000194,2000,20,01,594772.82,USD,RE
0000001464,20241218,0000000428,1000,20,03,389143.25,USD,OR
0000001465,20230101,0000000201,1000,10,02,534423.91,USD,ZOR
0000001466,20240425,0000000443,1000,30,01,996810.08,EUR,RE
0000001467,20230102,0000000427,1000,30,03,605753.78,USD,CR
0000001468,20230926,0000000215,1000,10,03,426790.48,COP,OR
0000001469,20231023,0000000282,1000,10,03,777197.61,USD,CR
0000001470,20230204,0000000045,2000,30,03,891432.1,COP,OR
0000001471,20230926,0000000313,2000,10,03,660336.33,USD,RE
0000001472,20220720,0000000469,1000,30,02,977952.95,USD,RE
0000001473,20220403,0000000450,1000,30,01,996096.72,COP,RE
0000001474,20210618,0000000327,2000,10,03,746812.61,COP,CR
0000001475,20241120,0000000366,2000,20,05,462252.93,EUR,RE
0000001476,20240519,0000000402,1000,30,04,44171.25,USD,OR
0000001477,20240702,0000000388,1000,30,02,906579.64,COP,ZOR
0000001478,20230123,0000000425,1000,20,05,901753.92,COP,CR
0000001479,20200802,0000000436,2000,30,05,426456.66,USD,RE
0000001480,20200217,0000000209,1000,30,05,560932.96,USD,CR
0000001481,20230927,0000000303,1000,30,02,164769.6,USD,OR
0000001482,20240501,0000000011,1000,20,05,175546.58,COP,OR
0000001483,20240129,0000000388,1000,30,05,352227.02,USD,OR
0000001484,20201127,0000000246,2000,30,04,473999.48,USD,RE
0000001485,20230916,0000000414,1000,10,04,91609.4,EUR,ZOR
0000001486,20240505,0000000347,2000,10,03,896403.37,USD,CR
0000001487,20220415,0000000350,2000,30,05,8283.25,COP,RE
0000001488,20240404,0000000305,2000,20,04,251898.45,USD,ZOR
0000001489,20200422,0000000056,2000,30,05,251819.77,USD,RE
0000001490,20210529,0000000172,2000,10,02,175504.74,COP,CR
0000001491,20230313,0000000051,2000,30,01,104090.26,EUR,CR
0000001492,20210610,0000000098,2000,30,04,75144.87,COP,CR
0000001493,20200131,0000000481,1000,30,04,769695.18,USD,OR
0000001494,20200422,0000000431,1000,30,03,359450.87,USD,RE
0000001495,20220608,0000000296,2000,10,04,88301.98,COP,RE
0000001496,20210923,0000000267,1000,30,03,100300.79,USD,RE
0000001497,20221010,0000000083,1000,10,05,613954.4,COP,OR
0000001498,20230805,0000000211,2000,20,04,348601.87,USD,ZOR
0000001499,20220810,0000000382,1000,20,02,249575.65,COP,OR
0000001500,20221104,0000000076,1000,30,05,154982.36,USD,RE
0000001501,20230206,0000000130,2000,20,02,482284.56,USD,OR
0000001502,20221216,0000000242,2000,30,02,640531.88,USD,RE
0000001503,20210210,0000000246,1000,30,03,568335.35,COP,ZOR
0000001504,20211217,0000000499,1000,30,03,589187.03,EUR,RE
0000001505,20221002,0000000219,2000,30,02,483588.76,EUR,CR
0000001506,20200924,0000000135,2000,10,03,667537.75,EUR,OR
0000001507,20210106,0000000058,2000,30,02,224995.29,USD,OR
0000001508,20220411,0000000466,1000,20,02,172117.94,USD,RE
0000001509,20210322,0000000241,2000,30,05,873158.23,EUR,OR
0000001510,20210819,0000000028,1000,30,03,627244.54,COP,OR
0000001511,20241026,0000000084,2000,30,03,980628.92,COP,OR
0000001512,20210609,0000000323,1000,10,05,801197.35,USD,RE
0000001513,20230616,0000000427,1000,30,05,822264.97,EUR,OR
0000001514,20241206,0000000046,2000,20,03,619439.74,USD,CR
0000001515,20220915,0000000111,1000,30,01,107592.38,COP,CR
0000001516,20200517,0000000267,2000,10,01,60226.69,COP,OR
0000001517,20230512,0000000095,2000,10,05,137338.45,EUR,ZOR
0000001518,20230403,0000000401,2000,20,04,748342.55,USD,ZOR
0000001519,20220924,0000000188,1000,20,04,826387.65,EUR,OR
0000001520,20231013,0000000065,2000,20,01,280609.75,COP,CR
0000001521,20221010,0000000105,2000,30,03,341096.59,USD,CR
0000001522,20240909,0000000222,1000,20,04,764925.94,COP,ZOR
0000001523,20220719,0000000399,2000,20,05,379024.63,COP,ZOR
0000001524,20200818,0000000016,1000,30,05,855242.03,EUR,OR
0000001525,20230308,0000000173,1000,20,02,740804.6,USD,RE
0000001526,20200715,0000000098,1000,30,03,768534.05,COP,RE
0000001527,20220720,0000000130,2000,10,03,190380.12,COP,CR
0000001528,20240611,0000000420,1000,30,01,803196.87,EUR,ZOR
0000001529,20220929,0000000063,1000,20,03,773678.39,EUR,ZOR
0000001530,20230710,0000000464,1000,20,01,525728.93,USD,RE
0000001531,20210615,0000000310,2000,30,03,280088.4,COP,ZOR
0000001532,20220825,0000000436,1000,10,03,607807.72,USD,ZOR
0000001533,20200414,0000000233,1000,20,03,654867.54,USD,CR
0000001534,20240930,0000000004,1000,20,05,603093.96,EUR,OR
0000001535,20200819,0000000158,2000,20,02,158701.09,EUR,OR
0000001536,20231109,0000000144,1000,30,01,198236.15,COP,ZOR
0000001537,20241118,0000000365,2000,20,01,443894.11,EUR,OR
0000001538,20220505,0000000496,2000,30,05,217321.12,EUR,CR
0000001539,20230804,0000000471,2000,30,05,887764.08,EUR,OR
0000001540,20230124,0000000061,2000,20,04,895410.22,COP,CR
0000001541,20200817,0000000265,2000,10,05,704886.66,USD,CR
0000001542,20210525,0000000473,2000,30,01,547966.36,COP,RE
0000001543,20230728,0000000245,1000,20,02,238660.46,EUR,OR
0000001544,20230806,0000000326,1000,30,05,92425.95,EUR,CR
0000001545,20201217,0000000138,1000,30,01,697960.57,COP,ZOR
0000001546,20240102,0000000259,1000,30,02,721628.44,EUR,CR
0000001547,20211117,0000000024,1000,10,04,635822.86,USD,CR
0000001548,20230826,0000000173,2000,20,03,98126.62,USD,OR
0000001549,20210215,0000000270,1000,20,05,23454.25,USD,CR
0000001550,20241231,0000000212,1000,30,02,130623.39,EUR,ZOR
0000001551,20241103,0000000224,1000,10,02,207600.72,USD,CR
0000001552,20230407,0000000321,2000,20,01,945443.93,USD,RE
0000001553,20201207,0000000362,1000,10,03,630188.38,EUR,CR
0000001554,20220805,0000000471,2000,10,02,11926.72,EUR,RE
0000001555,20230302,0000000462,1000,20,04,777157.45,USD,ZOR
0000001556,20210420,0000000004,1000,30,04,956655.19,COP,CR
0000001557,20240611,0000000485,1000,30,01,712399.63,USD,ZOR
0000001558,20240511,0000000094,1000,20,05,31869.79,COP,RE
0000001559,20240703,0000000204,1000,20,03,774563.08,USD,CR
0000001560,20220520,0000000321,2000,20,01,811916.14,USD,ZOR
0000001561,20210510,0000000395,2000,10,03,470178.75,COP,ZOR
0000001562,20240515,0000000490,1000,10,04,651184.46,EUR,OR
0000001563,20241124,0000000120,2000,20,04,164588.36,USD,CR
0000001564,20230217,0000000109,1000,30,01,760004.79,EUR,CR
0000001565,20221217,0000000147,2000,20,04,326186.29,COP,ZOR
0000001566,20240430,0000000051,1000,10,02,2556.72,USD,OR
0000001567,20220816,0000000055,2000,10,02,748286.92,USD,ZOR
0000001568,20201231,0000000247,2000,20,01,622201.13,COP,ZOR
0000001569,20220526,0000000130,2000,10,05,142269.51,EUR,OR
0000001570,20240821,0000000058,1000,20,02,904502.16,USD,CR
0000001571,20211118,0000000404,2000,10,05,250199.47,EUR,OR
0000001572,20220929,0000000221,2000,10,02,999032.7,COP,OR
0000001573,20201225,0000000291,1000,10,05,289898.16,EUR,RE
0000001574,20240324,0000000047,1000,10,04,29484.82,EUR,CR
0000001575,20230815,0000000447,1000,10,04,290826.44,USD,OR
0000001576,20200209,0000000495,1000,20,05,71318.3,EUR,OR
0000001577,20210118,0000000167,1000,20,03,536448.36,USD,OR
0000001578,20200728,0000000256,1000,20,05,132313.76,COP,RE
0000001579,20230814,0000000354,2000,20,04,988830.85,COP,OR
0000001580,20200122,0000000039,1000,20,05,845298.05,USD,ZOR
0000001581,20220625,0000000033,2000,20,03,911822.53,COP,CR
0000001582,20200515,0000000274,1000,20,05,190759.82,USD,OR
0000001583,20210503,0000000130,1000,30,04,719359.41,USD,RE
0000001584,20200721,0000000434,1000,10,02,940525.53,COP,RE
0000001585,20221207,0000000166,1000,20,03,791342.12,EUR,RE
0000001586,20221121,0000000026,2000,30,02,756739.35,USD,CR
0000001587,20230802,0000000147,1000,10,02,408086.45,COP,ZOR
0000001588,20240906,0000000308,1000,20,04,179362.12,COP,ZOR
0000001589,20230622,0000000041,1000,20,04,228271.37,EUR,OR
0000001590,20200901,0000000024,2000,20,04,723902.63,EUR,OR
0000001591,20210308,0000000486,1000,20,04,332190.79,USD,CR
0000001592,20240223,0000000242,1000,20,03,951711.9,USD,OR
0000001593,20211004,0000000125,2000,20,03,60582.98,USD,CR
0000001594,20200616,0000000163,1000,30,03,725174.14,USD,CR
0000001595,20240528,0000000460,2000,10,03,898943.47,EUR,OR
0000001596,20220911,0000000043,1000,10,05,787623.89,USD,ZOR
0000001597,20221221,0000000232,1000,20,01,662647.15,EUR,CR
0000001598,20220116,0000000220,2000,10,05,975773.4,USD,RE
0000001599,20230925,0000000493,1000,30,01,990658.35,EUR,OR
0000001600,20211027,0000000374,1000,30,01,342361.56,COP,OR
0000001601,20241210,0000000443,1000,20,05,800092.76,COP,CR
0000001602,20200228,0000000407,2000,10,02,958159.38,USD,ZOR
0000001603,20240915,0000000247,1000,30,03,569773.44,USD,OR
0000001604,20221025,0000000451,1000,30,01,329529.99,COP,CR
0000001605,20200123,0000000054,1000,20,02,549836.28,COP,CR
0000001606,20230924,0000000166,1000,20,05,691341.22,USD,CR
0000001607,20211229,0000000213,2000,20,03,638771.06,USD,OR
0000001608,20201117,0000000465,1000,20,01,224879.4,EUR,RE
0000001609,20220323,0000000232,2000,30,01,500153.84,EUR,OR
0000001610,20231218,0000000065,1000,20,03,476832.19,COP,RE
0000001611,20200609,0000000264,2000,10,03,748795.05,EUR,CR
0000001612,20220721,0000000239,2000,10,04,314909.12,USD,RE
0000001613,20210409,0000000195,1000,10,01,477818.31,COP,ZOR
0000001614,20200601,0000000449,2000,10,02,57794.6,EUR,ZOR
0000001615,20230214,0000000118,2000,10,04,60765.71,EUR,OR
0000001616,20240116,0000000156,2000,10,01,453321.48,EUR,ZOR
0000001617,20210106,0000000127,2000,20,02,632449.86,USD,OR
0000001618,20220610,0000000297,2000,30,01,723453.25,EUR,CR
0000001619,20240229,0000000019,1000,10,04,731263.41,USD,OR
0000001620,20230106,0000000367,1000,10,02,916921.06,EUR,CR
0000001621,20241023,0000000159,1000,10,05,988333.98,COP,ZOR
0000001622,20220405,0000000483,2000,10,01,221069.92,EUR,ZOR
0000001623,20200608,0000000282,1000,30,01,966530.5,COP,ZOR
0000001624,20230714,0000000026,2000,10,02,320745.15,COP,ZOR
0000001625,20201204,0000000350,1000,20,03,417074.51,EUR,CR
0000001626,20240718,0000000483,2000,30,03,617890.03,EUR,CR
0000001627,20231127,0000000338,2000,20,03,885754.59,USD,OR
0000001628,20240512,0000000035,1000,30,03,888435.92,USD,RE
0000001629,20240808,0000000136,2000,10,03,542419.36,COP,OR
0000001630,20210105,0000000304,2000,10,04,660030.23,EUR,ZOR
0000001631,20241215,0000000480,1000,30,05,501335.5,USD,OR
0000001632,20241023,0000000357,2000,20,01,604465.63,EUR,ZOR
0000001633,20201221,0000000135,1000,20,03,214223.46,COP,RE
0000001634,20200915,0000000457,2000,10,03,721629.85,USD,ZOR
0000001635,20241206,0000000431,2000,30,03,232685.77,EUR,CR
0000001636,20241211,0000000261,1000,10,05,365907.68,COP,RE
0000001637,20230618,0000000326,1000,20,04,223086.97,USD,OR
0000001638,20211016,0000000400,2000,20,02,18194.1,COP,RE
0000001639,20220113,0000000326,2000,10,05,861773.84,EUR,ZOR
0000001640,20220303,0000000121,2000,10,03,548379.28,EUR,CR
0000001641,20220617,0000000084,2000,10,03,642444.04,USD,CR
0000001642,20201114,0000000068,2000,30,02,934879.2,EUR,ZOR
0000001643,20230131,0000000071,2000,20,03,227558.38,USD,OR
0000001644,20210729,0000000396,1000,10,01,609431.59,EUR,CR
0000001645,20230719,0000000330,2000,10,05,6395.52,COP,CR
0000001646,20240128,0000000340,2000,10,05,523970.36,USD,RE
0000001647,20230117,0000000363,1000,10,04,587750.2,COP,RE
0000001648,20220326,0000000074,2000,20,05,93800.37,USD,RE
0000001649,20210127,0000000135,2000,20,01,612912.47,EUR,CR
0000001650,20210414,0000000260,1000,30,05,95671.6,COP,OR
0000001651,20240707,0000000262,1000,10,01,110537.95,COP,ZOR
0000001652,20210423,0000000435,1000,20,02,16105.19,COP,RE
0000001653,20221011,0000000071,2000,10,03,269233.68,USD,ZOR
0000001654,20201231,0000000458,1000,20,04,176673.9,USD,RE
0000001655,20241025,0000000154,2000,10,02,474227.12,EUR,RE
0000001656,20210522,0000000294,1000,10,04,180867.98,EUR,OR
0000001657,20240419,0000000384,2000,20,01,579216.27,EUR,OR
0000001658,20240820,0000000327,2000,10,03,528910.65,EUR,RE
0000001659,20230528,0000000102,2000,30,04,151586.5,USD,ZOR
0000001660,20230530,0000000436,2000,30,04,741634.74,COP,CR
0000001661,20221218,0000000462,2000,30,04,876976.62,USD,ZOR
0000001662,20200624,0000000265,2000,30,04,396655.6,EUR,CR
0000001663,20230905,0000000133,2000,30,04,744147.37,COP,CR
0000001664,20240115,0000000060,2000,10,01,179320.96,USD,CR
0000001665,20240718,0000000482,1000,10,05,807961.56,COP,RE
0000001666,20220925,0000000116,1000,20,03,148495.31,COP,ZOR
0000001667,20210215,0000000132,1000,30,04,313904.14,USD,RE
0000001668,20220418,0000000434,2000,20,04,319223.82,USD,OR
0000001669,20200505,0000000454,2000,20,04,804814.5,USD,ZOR
0000001670,20220618,0000000019,2000,10,01,979398.87,COP,RE
0000001671,20210703,0000000370,1000,10,01,159358.37,COP,ZOR
0000001672,20230715,0000000047,2000,20,03,812864.74,USD,OR
0000001673,20220218,0000000358,1000,30,02,325447.66,EUR,RE
0000001674,20221115,0000000387,1000,20,01,431126.33,USD,OR
0000001675,20231118,0000000431,1000,30,02,334498.45,COP,RE
0000001676,20220331,0000000095,2000,20,01,185961.5,EUR,CR
0000001677,20240805,0000000403,2000,10,02,331639.19,COP,OR
0000001678,20231023,0000000219,2000,20,05,100304.55,COP,OR
0000001679,20230917,0000000495,1000,10,05,602207.17,EUR,RE
0000001680,20221105,0000000407,1000,30,03,63278.96,EUR,RE
0000001681,20230627,0000000054,2000,20,03,984497.46,COP,RE
0000001682,20210126,0000000378,2000,20,01,333908.37,EUR,ZOR
0000001683,20200712,0000000451,2000,10,02,723940.99,COP,OR
0000001684,20221002,0000000387,2000,20,02,298540.73,USD,RE
0000001685,20240903,0000000315,1000,10,03,793422.18,COP,CR
0000001686,20221229,0000000177,2000,30,03,809045.77,COP,OR
0000001687,20200822,0000000061,2000,20,05,938862.15,EUR,OR
0000001688,20231216,0000000352,1000,30,04,478386.38,EUR,OR
0000001689,20230514,0000000187,2000,10,04,247376.14,COP,CR
0000001690,20200229,0000000319,2000,30,01,636796.3,USD,RE
0000001691,20231115,0000000130,1000,10,02,540198.73,COP,CR
0000001692,20211026,0000000360,2000,10,02,535930.32,COP,ZOR
0000001693,20221216,0000000140,1000,20,04,405712.85,COP,ZOR
0000001694,20210821,0000000293,1000,20,05,892198.44,COP,RE
0000001695,20210325,0000000100,2000,10,04,2343.69,USD,OR
0000001696,20200507,0000000486,1000,20,05,813591.79,USD,CR
0000001697,20240606,0000000282,1000,30,03,56911.16,COP,OR
0000001698,20240821,0000000147,2000,20,01,108016.35,USD,RE
